Full-time/part-time status,State/territory,School sector,Sex,School level,Indigenous status,Students
Full-time equivalent,Queensland,Independent,Male,Primary,Indigenous,728.7
Full-time equivalent,Queensland,Independent,Male,Primary,Non-Indigenous,28720.4
Full-time equivalent,Queensland,Independent,Male,Secondary,Indigenous,862.4
Full-time equivalent,Queensland,Independent,Male,Secondary,Non-Indigenous,26307.5
Full-time equivalent,South Australia,Catholic,Female,Primary,Indigenous,175
Full-time equivalent,South Australia,Catholic,Female,Primary,Non-Indigenous,13770.3
Full-time equivalent,South Australia,Catholic,Female,Secondary,Indigenous,126
Full-time equivalent,South Australia,Catholic,Female,Secondary,Non-Indigenous,10267.6
Full-time equivalent,South Australia,Catholic,Male,Primary,Indigenous,202
Full-time equivalent,South Australia,Catholic,Male,Primary,Non-Indigenous,14148.8
Full-time equivalent,South Australia,Catholic,Male,Secondary,Indigenous,127
Full-time equivalent,South Australia,Catholic,Male,Secondary,Non-Indigenous,9834.3
Full-time equivalent,South Australia,Government,Female,Primary,Indigenous,2942
Full-time equivalent,South Australia,Government,Female,Primary,Non-Indigenous,48275.8
Full-time equivalent,South Australia,Government,Female,Secondary,Indigenous,1675.6
Full-time equivalent,South Australia,Government,Female,Secondary,Non-Indigenous,28091.5
Full-time equivalent,South Australia,Government,Male,Primary,Indigenous,3244
Full-time equivalent,South Australia,Government,Male,Primary,Non-Indigenous,51713.4
Full-time equivalent,South Australia,Government,Male,Secondary,Indigenous,1592.4
Full-time equivalent,South Australia,Government,Male,Secondary,Non-Indigenous,30079.5
Full-time equivalent,South Australia,Independent,Female,Primary,Indigenous,182
Full-time equivalent,South Australia,Independent,Female,Primary,Non-Indigenous,12871.8
Full-time equivalent,South Australia,Independent,Female,Secondary,Indigenous,137.1
Full-time equivalent,South Australia,Independent,Female,Secondary,Non-Indigenous,9970.4
Full-time equivalent,South Australia,Independent,Male,Primary,Indigenous,156
Full-time equivalent,South Australia,Independent,Male,Primary,Non-Indigenous,12772.5
Full-time equivalent,South Australia,Independent,Male,Secondary,Indigenous,111
Full-time equivalent,South Australia,Independent,Male,Secondary,Non-Indigenous,9845.4
Full-time equivalent,Tasmania,Catholic,Female,Primary,Indigenous,210
Full-time equivalent,Tasmania,Catholic,Female,Primary,Non-Indigenous,3635
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Indigenous,140
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3503.2
Full-time equivalent,Tasmania,Catholic,Male,Primary,Indigenous,240
Full-time equivalent,Tasmania,Catholic,Male,Primary,Non-Indigenous,3536.3
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Indigenous,143
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3370
Full-time equivalent,Tasmania,Government,Female,Primary,Indigenous,1376
Full-time equivalent,Tasmania,Government,Female,Primary,Non-Indigenous,13975
Full-time equivalent,Tasmania,Government,Female,Secondary,Indigenous,1073
Full-time equivalent,Tasmania,Government,Female,Secondary,Non-Indigenous,10965.6
Full-time equivalent,Tasmania,Government,Male,Primary,Indigenous,1413.9
Full-time equivalent,Tasmania,Government,Male,Primary,Non-Indigenous,15043.6
Full-time equivalent,Tasmania,Government,Male,Secondary,Indigenous,1143.6
Full-time equivalent,Tasmania,Government,Male,Secondary,Non-Indigenous,11499.8
Full-time equivalent,Tasmania,Independent,Female,Primary,Indigenous,69.2
Full-time equivalent,Tasmania,Independent,Female,Primary,Non-Indigenous,1990.8
Full-time equivalent,Tasmania,Independent,Female,Secondary,Indigenous,64.1
Full-time equivalent,Tasmania,Independent,Female,Secondary,Non-Indigenous,2362.8
Full-time equivalent,Tasmania,Independent,Male,Primary,Indigenous,75
Full-time equivalent,Tasmania,Independent,Male,Primary,Non-Indigenous,2032.3
Full-time equivalent,Tasmania,Independent,Male,Secondary,Indigenous,65
Full-time equivalent,Tasmania,Independent,Male,Secondary,Non-Indigenous,2478.7
Full-time equivalent,Victoria,Catholic,Female,Primary,Indigenous,351.9
Full-time equivalent,Victoria,Catholic,Female,Primary,Non-Indigenous,53222.5
Full-time equivalent,Victoria,Catholic,Female,Secondary,Indigenous,294
Full-time equivalent,Victoria,Catholic,Female,Secondary,Non-Indigenous,47473.5
Full-time equivalent,Victoria,Catholic,Male,Primary,Indigenous,296.1
Full-time equivalent,Victoria,Catholic,Male,Primary,Non-Indigenous,54521.5
Full-time equivalent,Victoria,Catholic,Male,Secondary,Indigenous,283
Full-time equivalent,Victoria,Catholic,Male,Secondary,Non-Indigenous,45361
Full-time equivalent,Victoria,Government,Female,Primary,Indigenous,3155
Full-time equivalent,Victoria,Government,Female,Primary,Non-Indigenous,155780.7
Full-time equivalent,Victoria,Government,Female,Secondary,Indigenous,2009.4
Full-time equivalent,Victoria,Government,Female,Secondary,Non-Indigenous,105681
Full-time equivalent,Victoria,Government,Male,Primary,Indigenous,3287
Full-time equivalent,Victoria,Government,Male,Primary,Non-Indigenous,168264.2
Full-time equivalent,Victoria,Government,Male,Secondary,Indigenous,1941.3
Full-time equivalent,Victoria,Government,Male,Secondary,Non-Indigenous,114663.5
Full-time equivalent,Victoria,Independent,Female,Primary,Indigenous,78
Full-time equivalent,Victoria,Independent,Female,Primary,Non-Indigenous,26026
Full-time equivalent,Victoria,Independent,Female,Secondary,Indigenous,227
Full-time equivalent,Victoria,Independent,Female,Secondary,Non-Indigenous,37664.2
Full-time equivalent,Victoria,Independent,Male,Primary,Indigenous,77.6
Full-time equivalent,Victoria,Independent,Male,Primary,Non-Indigenous,25062.3
Full-time equivalent,Victoria,Independent,Male,Secondary,Indigenous,139
Full-time equivalent,Victoria,Independent,Male,Secondary,Non-Indigenous,36836.6
Full-time equivalent,Western Australia,Catholic,Female,Primary,Indigenous,807
Full-time equivalent,Western Australia,Catholic,Female,Primary,Non-Indigenous,19764.8
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Indigenous,424
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Non-Indigenous,13405
Full-time equivalent,Western Australia,Catholic,Male,Primary,Indigenous,735
Full-time equivalent,Western Australia,Catholic,Male,Primary,Non-Indigenous,20008.9
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Indigenous,402
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Non-Indigenous,13004
Full-time equivalent,Western Australia,Government,Female,Primary,Indigenous,7373
Full-time equivalent,Western Australia,Government,Female,Primary,Non-Indigenous,77347
Full-time equivalent,Western Australia,Government,Female,Secondary,Indigenous,2693.2
Full-time equivalent,Western Australia,Government,Female,Secondary,Non-Indigenous,34664
Full-time equivalent,Western Australia,Government,Male,Primary,Indigenous,7577
Full-time equivalent,Western Australia,Government,Male,Primary,Non-Indigenous,83529
Full-time equivalent,Western Australia,Government,Male,Secondary,Indigenous,3019.3
Full-time equivalent,Western Australia,Government,Male,Secondary,Non-Indigenous,37750.6
Full-time equivalent,Western Australia,Independent,Female,Primary,Indigenous,350
Full-time equivalent,Western Australia,Independent,Female,Primary,Non-Indigenous,16613.5
Full-time equivalent,Western Australia,Independent,Female,Secondary,Indigenous,394
Full-time equivalent,Western Australia,Independent,Female,Secondary,Non-Indigenous,14230.5
Full-time equivalent,Western Australia,Independent,Male,Primary,Indigenous,359
Full-time equivalent,Western Australia,Independent,Male,Primary,Non-Indigenous,16563.5
Full-time equivalent,Western Australia,Independent,Male,Secondary,Indigenous,447
Full-time equivalent,Western Australia,Independent,Male,Secondary,Non-Indigenous,14282.6
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,76
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,4305
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,81
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Non-Indigenous,4226
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Indigenous,78
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Non-Indigenous,4605
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Indigenous,74
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Non-Indigenous,4348
Full-time students,Australian Capital Territory,Government,Female,Primary,Indigenous,333
Full-time students,Australian Capital Territory,Government,Female,Primary,Non-Indigenous,9607
Full-time students,Australian Capital Territory,Government,Female,Secondary,Indigenous,240
Full-time students,Australian Capital Territory,Government,Female,Secondary,Non-Indigenous,7599
Full-time students,Australian Capital Territory,Government,Male,Primary,Indigenous,382
Full-time students,Australian Capital Territory,Government,Male,Primary,Non-Indigenous,10218
Full-time students,Australian Capital Territory,Government,Male,Secondary,Indigenous,245
Full-time students,Australian Capital Territory,Government,Male,Secondary,Non-Indigenous,7657
Full-time students,Australian Capital Territory,Independent,Female,Primary,Indigenous,15
Full-time students,Australian Capital Territory,Independent,Female,Primary,Non-Indigenous,2165
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Indigenous,17
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Non-Indigenous,2371
Full-time students,Australian Capital Territory,Independent,Male,Primary,Indigenous,17
Full-time students,Australian Capital Territory,Independent,Male,Primary,Non-Indigenous,2130
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Indigenous,12
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Non-Indigenous,2408
Full-time students,New South Wales,Catholic,Female,Primary,Indigenous,1887
Full-time students,New South Wales,Catholic,Female,Primary,Non-Indigenous,61771
Full-time students,New South Wales,Catholic,Female,Secondary,Indigenous,1351
Full-time students,New South Wales,Catholic,Female,Secondary,Non-Indigenous,59497
Full-time students,New South Wales,Catholic,Male,Primary,Indigenous,1818
Full-time students,New South Wales,Catholic,Male,Primary,Non-Indigenous,63279
Full-time students,New South Wales,Catholic,Male,Secondary,Indigenous,1340
Full-time students,New South Wales,Catholic,Male,Secondary,Non-Indigenous,60389
Full-time students,New South Wales,Government,Female,Primary,Indigenous,14229
Full-time students,New South Wales,Government,Female,Primary,Non-Indigenous,202902
Full-time students,New South Wales,Government,Female,Secondary,Indigenous,9625
Full-time students,New South Wales,Government,Female,Secondary,Non-Indigenous,140261
Full-time students,New South Wales,Government,Male,Primary,Indigenous,15183
Full-time students,New South Wales,Government,Male,Primary,Non-Indigenous,216445
Full-time students,New South Wales,Government,Male,Secondary,Indigenous,10137
Full-time students,New South Wales,Government,Male,Secondary,Non-Indigenous,145212
Full-time students,New South Wales,Independent,Female,Primary,Indigenous,493
Full-time students,New South Wales,Independent,Female,Primary,Non-Indigenous,33064
Full-time students,New South Wales,Independent,Female,Secondary,Indigenous,611
Full-time students,New South Wales,Independent,Female,Secondary,Non-Indigenous,37690
Full-time students,New South Wales,Independent,Male,Primary,Indigenous,534
Full-time students,New South Wales,Independent,Male,Primary,Non-Indigenous,35515
Full-time students,New South Wales,Independent,Male,Secondary,Indigenous,520
Full-time students,New South Wales,Independent,Male,Secondary,Non-Indigenous,38798
Full-time students,Northern Territory,Catholic,Female,Primary,Indigenous,517
Full-time students,Northern Territory,Catholic,Female,Primary,Non-Indigenous,857
Full-time students,Northern Territory,Catholic,Female,Secondary,Indigenous,376
Full-time students,Northern Territory,Catholic,Female,Secondary,Non-Indigenous,632
Full-time students,Northern Territory,Catholic,Male,Primary,Indigenous,543
Full-time students,Northern Territory,Catholic,Male,Primary,Non-Indigenous,883
Full-time students,Northern Territory,Catholic,Male,Secondary,Indigenous,350
Full-time students,Northern Territory,Catholic,Male,Secondary,Non-Indigenous,653
Full-time students,Northern Territory,Government,Female,Primary,Indigenous,4309
Full-time students,Northern Territory,Government,Female,Primary,Non-Indigenous,4882
Full-time students,Northern Territory,Government,Female,Secondary,Indigenous,2031
Full-time students,Northern Territory,Government,Female,Secondary,Non-Indigenous,2991
Full-time students,Northern Territory,Government,Male,Primary,Indigenous,4516
Full-time students,Northern Territory,Government,Male,Primary,Non-Indigenous,5130
Full-time students,Northern Territory,Government,Male,Secondary,Indigenous,2271
Full-time students,Northern Territory,Government,Male,Secondary,Non-Indigenous,3240
Full-time students,Northern Territory,Independent,Female,Primary,Indigenous,165
Full-time students,Northern Territory,Independent,Female,Primary,Non-Indigenous,1125
Full-time students,Northern Territory,Independent,Female,Secondary,Indigenous,523
Full-time students,Northern Territory,Independent,Female,Secondary,Non-Indigenous,1317
Full-time students,Northern Territory,Independent,Male,Primary,Indigenous,184
Full-time students,Northern Territory,Independent,Male,Primary,Non-Indigenous,1115
Full-time students,Northern Territory,Independent,Male,Secondary,Indigenous,543
Full-time students,Northern Territory,Independent,Male,Secondary,Non-Indigenous,1256
Full-time students,Queensland,Catholic,Female,Primary,Indigenous,1372
Full-time students,Queensland,Catholic,Female,Primary,Non-Indigenous,39552
Full-time students,Queensland,Catholic,Female,Secondary,Indigenous,1249
Full-time students,Queensland,Catholic,Female,Secondary,Non-Indigenous,27117
Full-time students,Queensland,Catholic,Male,Primary,Indigenous,1367
Full-time students,Queensland,Catholic,Male,Primary,Non-Indigenous,41227
Full-time students,Queensland,Catholic,Male,Secondary,Indigenous,1283
Full-time students,Queensland,Catholic,Male,Secondary,Non-Indigenous,27836
Full-time students,Queensland,Government,Female,Primary,Indigenous,15111
Full-time students,Queensland,Government,Female,Primary,Non-Indigenous,143529
Full-time students,Queensland,Government,Female,Secondary,Indigenous,7093
Full-time students,Queensland,Government,Female,Secondary,Non-Indigenous,79453
Full-time students,Queensland,Government,Male,Primary,Indigenous,15885
Full-time students,Queensland,Government,Male,Primary,Non-Indigenous,155476
Full-time students,Queensland,Government,Male,Secondary,Indigenous,7108
Full-time students,Queensland,Government,Male,Secondary,Non-Indigenous,83289
Full-time students,Queensland,Independent,Female,Primary,Indigenous,756
Full-time students,Queensland,Independent,Female,Primary,Non-Indigenous,28344
Full-time students,Queensland,Independent,Female,Secondary,Indigenous,956
Full-time students,Queensland,Independent,Female,Secondary,Non-Indigenous,26868
Full-time students,Queensland,Independent,Male,Primary,Indigenous,727
Full-time students,Queensland,Independent,Male,Primary,Non-Indigenous,28678
Full-time students,Queensland,Independent,Male,Secondary,Indigenous,861
Full-time students,Queensland,Independent,Male,Secondary,Non-Indigenous,26274
Full-time students,South Australia,Catholic,Female,Primary,Indigenous,175
Full-time students,South Australia,Catholic,Female,Primary,Non-Indigenous,13768
Full-time students,South Australia,Catholic,Female,Secondary,Indigenous,126
Full-time students,South Australia,Catholic,Female,Secondary,Non-Indigenous,10253
Full-time students,South Australia,Catholic,Male,Primary,Indigenous,202
Full-time students,South Australia,Catholic,Male,Primary,Non-Indigenous,14142
Full-time students,South Australia,Catholic,Male,Secondary,Indigenous,127
Full-time students,South Australia,Catholic,Male,Secondary,Non-Indigenous,9819
Full-time students,South Australia,Government,Female,Primary,Indigenous,2942
Full-time students,South Australia,Government,Female,Primary,Non-Indigenous,48273
Full-time students,South Australia,Government,Female,Secondary,Indigenous,1658
Full-time students,South Australia,Government,Female,Secondary,Non-Indigenous,27506
Full-time students,South Australia,Government,Male,Primary,Indigenous,3244
Full-time students,South Australia,Government,Male,Primary,Non-Indigenous,51706
Full-time students,South Australia,Government,Male,Secondary,Indigenous,1575
Full-time students,South Australia,Government,Male,Secondary,Non-Indigenous,29640
Full-time students,South Australia,Independent,Female,Primary,Indigenous,182
Full-time students,South Australia,Independent,Female,Primary,Non-Indigenous,12870
Full-time students,South Australia,Independent,Female,Secondary,Indigenous,136
Full-time students,South Australia,Independent,Female,Secondary,Non-Indigenous,9947
Full-time students,South Australia,Independent,Male,Primary,Indigenous,156
Full-time students,South Australia,Independent,Male,Primary,Non-Indigenous,12771
Full-time students,South Australia,Independent,Male,Secondary,Indigenous,111
Full-time students,South Australia,Independent,Male,Secondary,Non-Indigenous,9819
Full-time students,Tasmania,Catholic,Female,Primary,Indigenous,210
Full-time students,Tasmania,Catholic,Female,Primary,Non-Indigenous,3635
Full-time students,Tasmania,Catholic,Female,Secondary,Indigenous,140
Full-time students,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3502
Full-time students,Tasmania,Catholic,Male,Primary,Indigenous,240
Full-time students,Tasmania,Catholic,Male,Primary,Non-Indigenous,3535
Full-time students,Tasmania,Catholic,Male,Secondary,Indigenous,143
Full-time students,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3370
Full-time students,Tasmania,Government,Female,Primary,Indigenous,1376
Full-time students,Tasmania,Government,Female,Primary,Non-Indigenous,13975
Full-time students,Tasmania,Government,Female,Secondary,Indigenous,1022
Full-time students,Tasmania,Government,Female,Secondary,Non-Indigenous,10624
Full-time students,Tasmania,Government,Male,Primary,Indigenous,1412
Full-time students,Tasmania,Government,Male,Primary,Non-Indigenous,15038
Full-time students,Tasmania,Government,Male,Secondary,Indigenous,1108
Full-time students,Tasmania,Government,Male,Secondary,Non-Indigenous,11202
Full-time students,Tasmania,Independent,Female,Primary,Indigenous,67
Full-time students,Tasmania,Independent,Female,Primary,Non-Indigenous,1988
Full-time students,Tasmania,Independent,Female,Secondary,Indigenous,62
Full-time students,Tasmania,Independent,Female,Secondary,Non-Indigenous,2355
Full-time students,Tasmania,Independent,Male,Primary,Indigenous,75
Full-time students,Tasmania,Independent,Male,Primary,Non-Indigenous,2018
Full-time students,Tasmania,Independent,Male,Secondary,Indigenous,65
Full-time students,Tasmania,Independent,Male,Secondary,Non-Indigenous,2470
Full-time students,Victoria,Catholic,Female,Primary,Indigenous,351
Full-time students,Victoria,Catholic,Female,Primary,Non-Indigenous,53201
Full-time students,Victoria,Catholic,Female,Secondary,Indigenous,294
Full-time students,Victoria,Catholic,Female,Secondary,Non-Indigenous,47463
Full-time students,Victoria,Catholic,Male,Primary,Indigenous,293
Full-time students,Victoria,Catholic,Male,Primary,Non-Indigenous,54471
Full-time students,Victoria,Catholic,Male,Secondary,Indigenous,283
Full-time students,Victoria,Catholic,Male,Secondary,Non-Indigenous,45353
Full-time students,Victoria,Government,Female,Primary,Indigenous,3155
Full-time students,Victoria,Government,Female,Primary,Non-Indigenous,155714
Full-time students,Victoria,Government,Female,Secondary,Indigenous,2003
Full-time students,Victoria,Government,Female,Secondary,Non-Indigenous,105046
Full-time students,Victoria,Government,Male,Primary,Indigenous,3285
Full-time students,Victoria,Government,Male,Primary,Non-Indigenous,168118
Full-time students,Victoria,Government,Male,Secondary,Indigenous,1936
Full-time students,Victoria,Government,Male,Secondary,Non-Indigenous,114185
Full-time students,Victoria,Independent,Female,Primary,Indigenous,78
Full-time students,Victoria,Independent,Female,Primary,Non-Indigenous,25998
Full-time students,Victoria,Independent,Female,Secondary,Indigenous,227
Full-time students,Victoria,Independent,Female,Secondary,Non-Indigenous,37632
Full-time students,Victoria,Independent,Male,Primary,Indigenous,75
Full-time students,Victoria,Independent,Male,Primary,Non-Indigenous,25043
Full-time students,Victoria,Independent,Male,Secondary,Indigenous,139
Full-time students,Victoria,Independent,Male,Secondary,Non-Indigenous,36807
Full-time students,Western Australia,Catholic,Female,Primary,Indigenous,807
Full-time students,Western Australia,Catholic,Female,Primary,Non-Indigenous,19763
Full-time students,Western Australia,Catholic,Female,Secondary,Indigenous,424
Full-time students,Western Australia,Catholic,Female,Secondary,Non-Indigenous,13405
Full-time students,Western Australia,Catholic,Male,Primary,Indigenous,735
Full-time students,Western Australia,Catholic,Male,Primary,Non-Indigenous,20004
Full-time students,Western Australia,Catholic,Male,Secondary,Indigenous,402
Full-time students,Western Australia,Catholic,Male,Secondary,Non-Indigenous,13004
Full-time students,Western Australia,Government,Female,Primary,Indigenous,7373
Full-time students,Western Australia,Government,Female,Primary,Non-Indigenous,77347
Full-time students,Western Australia,Government,Female,Secondary,Indigenous,2688
Full-time students,Western Australia,Government,Female,Secondary,Non-Indigenous,34387
Full-time students,Western Australia,Government,Male,Primary,Indigenous,7577
Full-time students,Western Australia,Government,Male,Primary,Non-Indigenous,83529
Full-time students,Western Australia,Government,Male,Secondary,Indigenous,3013
Full-time students,Western Australia,Government,Male,Secondary,Non-Indigenous,37469
Full-time students,Western Australia,Independent,Female,Primary,Indigenous,350
Full-time students,Western Australia,Independent,Female,Primary,Non-Indigenous,16592
Full-time students,Western Australia,Independent,Female,Secondary,Indigenous,394
Full-time students,Western Australia,Independent,Female,Secondary,Non-Indigenous,14228
Full-time students,Western Australia,Independent,Male,Primary,Indigenous,359
Full-time students,Western Australia,Independent,Male,Primary,Non-Indigenous,16517
Full-time students,Western Australia,Independent,Male,Secondary,Indigenous,447
Full-time students,Western Australia,Independent,Male,Secondary,Non-Indigenous,14281
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,0
