Full-time/part-time status,State/territory,School sector,Sex,School level,Indigenous status,Students
Full-time equivalent,Queensland,Government,Female,Primary,Non-Indigenous,139393.6
Full-time equivalent,Queensland,Government,Female,Secondary,Indigenous,8883.5
Full-time equivalent,Queensland,Government,Female,Secondary,Non-Indigenous,89934.9
Full-time equivalent,Queensland,Government,Male,Primary,Indigenous,16388.5
Full-time equivalent,Queensland,Government,Male,Primary,Non-Indigenous,150456.2
Full-time equivalent,Queensland,Government,Male,Secondary,Indigenous,8936
Full-time equivalent,Queensland,Government,Male,Secondary,Non-Indigenous,95569.5
Full-time equivalent,Queensland,Independent,Female,Primary,Indigenous,799
Full-time equivalent,Queensland,Independent,Female,Primary,Non-Indigenous,25610.8
Full-time equivalent,Queensland,Independent,Female,Secondary,Indigenous,1101.7
Full-time equivalent,Queensland,Independent,Female,Secondary,Non-Indigenous,30387.9
Full-time equivalent,Queensland,Independent,Male,Primary,Indigenous,738
Full-time equivalent,Queensland,Independent,Male,Primary,Non-Indigenous,26086
Full-time equivalent,Queensland,Independent,Male,Secondary,Indigenous,1054.8
Full-time equivalent,Queensland,Independent,Male,Secondary,Non-Indigenous,30793
Full-time equivalent,South Australia,Catholic,Female,Primary,Indigenous,204
Full-time equivalent,South Australia,Catholic,Female,Primary,Non-Indigenous,13406
Full-time equivalent,South Australia,Catholic,Female,Secondary,Indigenous,128.2
Full-time equivalent,South Australia,Catholic,Female,Secondary,Non-Indigenous,10027.2
Full-time equivalent,South Australia,Catholic,Male,Primary,Indigenous,199
Full-time equivalent,South Australia,Catholic,Male,Primary,Non-Indigenous,14134.6
Full-time equivalent,South Australia,Catholic,Male,Secondary,Indigenous,136.2
Full-time equivalent,South Australia,Catholic,Male,Secondary,Non-Indigenous,9600.5
Full-time equivalent,South Australia,Government,Female,Primary,Indigenous,3212
Full-time equivalent,South Australia,Government,Female,Primary,Non-Indigenous,48323.2
Full-time equivalent,South Australia,Government,Female,Secondary,Indigenous,1843.6
Full-time equivalent,South Australia,Government,Female,Secondary,Non-Indigenous,28348.7
Full-time equivalent,South Australia,Government,Male,Primary,Indigenous,3510
Full-time equivalent,South Australia,Government,Male,Primary,Non-Indigenous,51972.1
Full-time equivalent,South Australia,Government,Male,Secondary,Indigenous,1801.6
Full-time equivalent,South Australia,Government,Male,Secondary,Non-Indigenous,29427.8
Full-time equivalent,South Australia,Independent,Female,Primary,Indigenous,203
Full-time equivalent,South Australia,Independent,Female,Primary,Non-Indigenous,13164.6
Full-time equivalent,South Australia,Independent,Female,Secondary,Indigenous,157.5
Full-time equivalent,South Australia,Independent,Female,Secondary,Non-Indigenous,9962.3
Full-time equivalent,South Australia,Independent,Male,Primary,Indigenous,175
Full-time equivalent,South Australia,Independent,Male,Primary,Non-Indigenous,13022.7
Full-time equivalent,South Australia,Independent,Male,Secondary,Indigenous,127
Full-time equivalent,South Australia,Independent,Male,Secondary,Non-Indigenous,10175.6
Full-time equivalent,Tasmania,Catholic,Female,Primary,Indigenous,259
Full-time equivalent,Tasmania,Catholic,Female,Primary,Non-Indigenous,3646.8
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Indigenous,165
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3513
Full-time equivalent,Tasmania,Catholic,Male,Primary,Indigenous,273
Full-time equivalent,Tasmania,Catholic,Male,Primary,Non-Indigenous,3544.1
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Indigenous,181
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3319
Full-time equivalent,Tasmania,Government,Female,Primary,Indigenous,1569
Full-time equivalent,Tasmania,Government,Female,Primary,Non-Indigenous,14150
Full-time equivalent,Tasmania,Government,Female,Secondary,Indigenous,1118.5
Full-time equivalent,Tasmania,Government,Female,Secondary,Non-Indigenous,10515.5
Full-time equivalent,Tasmania,Government,Male,Primary,Indigenous,1591
Full-time equivalent,Tasmania,Government,Male,Primary,Non-Indigenous,15251.1
Full-time equivalent,Tasmania,Government,Male,Secondary,Indigenous,1149
Full-time equivalent,Tasmania,Government,Male,Secondary,Non-Indigenous,11151.2
Full-time equivalent,Tasmania,Independent,Female,Primary,Indigenous,103
Full-time equivalent,Tasmania,Independent,Female,Primary,Non-Indigenous,1987.7
Full-time equivalent,Tasmania,Independent,Female,Secondary,Indigenous,72
Full-time equivalent,Tasmania,Independent,Female,Secondary,Non-Indigenous,2376.6
Full-time equivalent,Tasmania,Independent,Male,Primary,Indigenous,98
Full-time equivalent,Tasmania,Independent,Male,Primary,Non-Indigenous,2065.8
Full-time equivalent,Tasmania,Independent,Male,Secondary,Indigenous,73
Full-time equivalent,Tasmania,Independent,Male,Secondary,Non-Indigenous,2434.1
Full-time equivalent,Victoria,Catholic,Female,Primary,Indigenous,405.6
Full-time equivalent,Victoria,Catholic,Female,Primary,Non-Indigenous,54579.1
Full-time equivalent,Victoria,Catholic,Female,Secondary,Indigenous,337
Full-time equivalent,Victoria,Catholic,Female,Secondary,Non-Indigenous,48013.9
Full-time equivalent,Victoria,Catholic,Male,Primary,Indigenous,365.2
Full-time equivalent,Victoria,Catholic,Male,Primary,Non-Indigenous,55888.4
Full-time equivalent,Victoria,Catholic,Male,Secondary,Indigenous,350.3
Full-time equivalent,Victoria,Catholic,Male,Secondary,Non-Indigenous,46511
Full-time equivalent,Victoria,Government,Female,Primary,Indigenous,3538
Full-time equivalent,Victoria,Government,Female,Primary,Non-Indigenous,164266.3
Full-time equivalent,Victoria,Government,Female,Secondary,Indigenous,2353.3
Full-time equivalent,Victoria,Government,Female,Secondary,Non-Indigenous,107238.4
Full-time equivalent,Victoria,Government,Male,Primary,Indigenous,3638.6
Full-time equivalent,Victoria,Government,Male,Primary,Non-Indigenous,177618.8
Full-time equivalent,Victoria,Government,Male,Secondary,Indigenous,2290.3
Full-time equivalent,Victoria,Government,Male,Secondary,Non-Indigenous,115888.6
Full-time equivalent,Victoria,Independent,Female,Primary,Indigenous,81
Full-time equivalent,Victoria,Independent,Female,Primary,Non-Indigenous,27711
Full-time equivalent,Victoria,Independent,Female,Secondary,Indigenous,274.3
Full-time equivalent,Victoria,Independent,Female,Secondary,Non-Indigenous,38871.2
Full-time equivalent,Victoria,Independent,Male,Primary,Indigenous,81
Full-time equivalent,Victoria,Independent,Male,Primary,Non-Indigenous,26918
Full-time equivalent,Victoria,Independent,Male,Secondary,Indigenous,164.6
Full-time equivalent,Victoria,Independent,Male,Secondary,Non-Indigenous,37733.5
Full-time equivalent,Western Australia,Catholic,Female,Primary,Indigenous,718
Full-time equivalent,Western Australia,Catholic,Female,Primary,Non-Indigenous,17352
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Indigenous,646
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Non-Indigenous,17225.9
Full-time equivalent,Western Australia,Catholic,Male,Primary,Indigenous,675
Full-time equivalent,Western Australia,Catholic,Male,Primary,Non-Indigenous,17670.8
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Indigenous,519
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Non-Indigenous,17007
Full-time equivalent,Western Australia,Government,Female,Primary,Indigenous,6820
Full-time equivalent,Western Australia,Government,Female,Primary,Non-Indigenous,73213
Full-time equivalent,Western Australia,Government,Female,Secondary,Indigenous,3802.4
Full-time equivalent,Western Australia,Government,Female,Secondary,Non-Indigenous,45093.3
Full-time equivalent,Western Australia,Government,Male,Primary,Indigenous,7048
Full-time equivalent,Western Australia,Government,Male,Primary,Non-Indigenous,79217
Full-time equivalent,Western Australia,Government,Male,Secondary,Indigenous,4018
Full-time equivalent,Western Australia,Government,Male,Secondary,Non-Indigenous,48202.4
Full-time equivalent,Western Australia,Independent,Female,Primary,Indigenous,301
Full-time equivalent,Western Australia,Independent,Female,Primary,Non-Indigenous,13900.8
Full-time equivalent,Western Australia,Independent,Female,Secondary,Indigenous,455.2
Full-time equivalent,Western Australia,Independent,Female,Secondary,Non-Indigenous,18058.6
Full-time equivalent,Western Australia,Independent,Male,Primary,Indigenous,288
Full-time equivalent,Western Australia,Independent,Male,Primary,Non-Indigenous,13889.1
Full-time equivalent,Western Australia,Independent,Male,Secondary,Indigenous,502.7
Full-time equivalent,Western Australia,Independent,Male,Secondary,Non-Indigenous,18035.4
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,81
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,4443
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,87
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Non-Indigenous,4165
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Indigenous,91
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Non-Indigenous,4738
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Indigenous,78
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Non-Indigenous,4379
Full-time students,Australian Capital Territory,Government,Female,Primary,Indigenous,375
Full-time students,Australian Capital Territory,Government,Female,Primary,Non-Indigenous,10495
Full-time students,Australian Capital Territory,Government,Female,Secondary,Indigenous,287
Full-time students,Australian Capital Territory,Government,Female,Secondary,Non-Indigenous,7828
Full-time students,Australian Capital Territory,Government,Male,Primary,Indigenous,451
Full-time students,Australian Capital Territory,Government,Male,Primary,Non-Indigenous,11121
Full-time students,Australian Capital Territory,Government,Male,Secondary,Indigenous,272
Full-time students,Australian Capital Territory,Government,Male,Secondary,Non-Indigenous,7799
Full-time students,Australian Capital Territory,Independent,Female,Primary,Indigenous,18
Full-time students,Australian Capital Territory,Independent,Female,Primary,Non-Indigenous,2180
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Indigenous,24
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Non-Indigenous,2374
Full-time students,Australian Capital Territory,Independent,Male,Primary,Indigenous,17
Full-time students,Australian Capital Territory,Independent,Male,Primary,Non-Indigenous,2234
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Indigenous,24
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Non-Indigenous,2393
Full-time students,New South Wales,Catholic,Female,Primary,Indigenous,2039
Full-time students,New South Wales,Catholic,Female,Primary,Non-Indigenous,62441
Full-time students,New South Wales,Catholic,Female,Secondary,Indigenous,1577
Full-time students,New South Wales,Catholic,Female,Secondary,Non-Indigenous,60497
Full-time students,New South Wales,Catholic,Male,Primary,Indigenous,1962
Full-time students,New South Wales,Catholic,Male,Primary,Non-Indigenous,63944
Full-time students,New South Wales,Catholic,Male,Secondary,Indigenous,1631
Full-time students,New South Wales,Catholic,Male,Secondary,Non-Indigenous,61489
Full-time students,New South Wales,Government,Female,Primary,Indigenous,16069
Full-time students,New South Wales,Government,Female,Primary,Non-Indigenous,210568
Full-time students,New South Wales,Government,Female,Secondary,Indigenous,10239
Full-time students,New South Wales,Government,Female,Secondary,Non-Indigenous,138150
Full-time students,New South Wales,Government,Male,Primary,Indigenous,16939
Full-time students,New South Wales,Government,Male,Primary,Non-Indigenous,224239
Full-time students,New South Wales,Government,Male,Secondary,Indigenous,10743
Full-time students,New South Wales,Government,Male,Secondary,Non-Indigenous,143627
Full-time students,New South Wales,Independent,Female,Primary,Indigenous,603
Full-time students,New South Wales,Independent,Female,Primary,Non-Indigenous,34505
Full-time students,New South Wales,Independent,Female,Secondary,Indigenous,772
Full-time students,New South Wales,Independent,Female,Secondary,Non-Indigenous,39280
Full-time students,New South Wales,Independent,Male,Primary,Indigenous,604
Full-time students,New South Wales,Independent,Male,Primary,Non-Indigenous,36802
Full-time students,New South Wales,Independent,Male,Secondary,Indigenous,677
Full-time students,New South Wales,Independent,Male,Secondary,Non-Indigenous,40644
Full-time students,Northern Territory,Catholic,Female,Primary,Indigenous,500
Full-time students,Northern Territory,Catholic,Female,Primary,Non-Indigenous,824
Full-time students,Northern Territory,Catholic,Female,Secondary,Indigenous,455
Full-time students,Northern Territory,Catholic,Female,Secondary,Non-Indigenous,713
Full-time students,Northern Territory,Catholic,Male,Primary,Indigenous,523
Full-time students,Northern Territory,Catholic,Male,Primary,Non-Indigenous,925
Full-time students,Northern Territory,Catholic,Male,Secondary,Indigenous,410
Full-time students,Northern Territory,Catholic,Male,Secondary,Non-Indigenous,784
Full-time students,Northern Territory,Government,Female,Primary,Indigenous,4250
Full-time students,Northern Territory,Government,Female,Primary,Non-Indigenous,4863
Full-time students,Northern Territory,Government,Female,Secondary,Indigenous,2053
Full-time students,Northern Territory,Government,Female,Secondary,Non-Indigenous,2824
Full-time students,Northern Territory,Government,Male,Primary,Indigenous,4442
Full-time students,Northern Territory,Government,Male,Primary,Non-Indigenous,5080
Full-time students,Northern Territory,Government,Male,Secondary,Indigenous,2216
Full-time students,Northern Territory,Government,Male,Secondary,Non-Indigenous,3013
Full-time students,Northern Territory,Independent,Female,Primary,Indigenous,205
Full-time students,Northern Territory,Independent,Female,Primary,Non-Indigenous,1241
Full-time students,Northern Territory,Independent,Female,Secondary,Indigenous,526
Full-time students,Northern Territory,Independent,Female,Secondary,Non-Indigenous,1323
Full-time students,Northern Territory,Independent,Male,Primary,Indigenous,218
Full-time students,Northern Territory,Independent,Male,Primary,Non-Indigenous,1197
Full-time students,Northern Territory,Independent,Male,Secondary,Indigenous,537
Full-time students,Northern Territory,Independent,Male,Secondary,Non-Indigenous,1290
Full-time students,Queensland,Catholic,Female,Primary,Indigenous,1416
Full-time students,Queensland,Catholic,Female,Primary,Non-Indigenous,37459
Full-time students,Queensland,Catholic,Female,Secondary,Indigenous,1498
Full-time students,Queensland,Catholic,Female,Secondary,Non-Indigenous,31174
Full-time students,Queensland,Catholic,Male,Primary,Indigenous,1332
Full-time students,Queensland,Catholic,Male,Primary,Non-Indigenous,37952
Full-time students,Queensland,Catholic,Male,Secondary,Indigenous,1652
Full-time students,Queensland,Catholic,Male,Secondary,Non-Indigenous,32931
Full-time students,Queensland,Government,Female,Primary,Indigenous,15355
Full-time students,Queensland,Government,Female,Primary,Non-Indigenous,139080
Full-time students,Queensland,Government,Female,Secondary,Indigenous,8798
Full-time students,Queensland,Government,Female,Secondary,Non-Indigenous,89197
Full-time students,Queensland,Government,Male,Primary,Indigenous,16308
Full-time students,Queensland,Government,Male,Primary,Non-Indigenous,149884
Full-time students,Queensland,Government,Male,Secondary,Indigenous,8862
Full-time students,Queensland,Government,Male,Secondary,Non-Indigenous,94861
Full-time students,Queensland,Independent,Female,Primary,Indigenous,799
Full-time students,Queensland,Independent,Female,Primary,Non-Indigenous,25604
Full-time students,Queensland,Independent,Female,Secondary,Indigenous,1100
Full-time students,Queensland,Independent,Female,Secondary,Non-Indigenous,30362
Full-time students,Queensland,Independent,Male,Primary,Indigenous,738
Full-time students,Queensland,Independent,Male,Primary,Non-Indigenous,26049
Full-time students,Queensland,Independent,Male,Secondary,Indigenous,1053
Full-time students,Queensland,Independent,Male,Secondary,Non-Indigenous,30760
Full-time students,South Australia,Catholic,Female,Primary,Indigenous,204
Full-time students,South Australia,Catholic,Female,Primary,Non-Indigenous,13406
Full-time students,South Australia,Catholic,Female,Secondary,Indigenous,127
Full-time students,South Australia,Catholic,Female,Secondary,Non-Indigenous,10012
Full-time students,South Australia,Catholic,Male,Primary,Indigenous,199
Full-time students,South Australia,Catholic,Male,Primary,Non-Indigenous,14128
Full-time students,South Australia,Catholic,Male,Secondary,Indigenous,135
Full-time students,South Australia,Catholic,Male,Secondary,Non-Indigenous,9587
Full-time students,South Australia,Government,Female,Primary,Indigenous,3212
Full-time students,South Australia,Government,Female,Primary,Non-Indigenous,48322
Full-time students,South Australia,Government,Female,Secondary,Indigenous,1827
Full-time students,South Australia,Government,Female,Secondary,Non-Indigenous,27827
Full-time students,South Australia,Government,Male,Primary,Indigenous,3510
Full-time students,South Australia,Government,Male,Primary,Non-Indigenous,51969
Full-time students,South Australia,Government,Male,Secondary,Indigenous,1793
Full-time students,South Australia,Government,Male,Secondary,Non-Indigenous,29048
Full-time students,South Australia,Independent,Female,Primary,Indigenous,203
Full-time students,South Australia,Independent,Female,Primary,Non-Indigenous,13163
Full-time students,South Australia,Independent,Female,Secondary,Indigenous,156
Full-time students,South Australia,Independent,Female,Secondary,Non-Indigenous,9938
Full-time students,South Australia,Independent,Male,Primary,Indigenous,175
Full-time students,South Australia,Independent,Male,Primary,Non-Indigenous,13018
Full-time students,South Australia,Independent,Male,Secondary,Indigenous,127
Full-time students,South Australia,Independent,Male,Secondary,Non-Indigenous,10147
Full-time students,Tasmania,Catholic,Female,Primary,Indigenous,259
Full-time students,Tasmania,Catholic,Female,Primary,Non-Indigenous,3645
Full-time students,Tasmania,Catholic,Female,Secondary,Indigenous,165
Full-time students,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3513
Full-time students,Tasmania,Catholic,Male,Primary,Indigenous,273
Full-time students,Tasmania,Catholic,Male,Primary,Non-Indigenous,3543
Full-time students,Tasmania,Catholic,Male,Secondary,Indigenous,181
Full-time students,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3319
Full-time students,Tasmania,Government,Female,Primary,Indigenous,1569
Full-time students,Tasmania,Government,Female,Primary,Non-Indigenous,14150
Full-time students,Tasmania,Government,Female,Secondary,Indigenous,1084
Full-time students,Tasmania,Government,Female,Secondary,Non-Indigenous,10326
Full-time students,Tasmania,Government,Male,Primary,Indigenous,1591
Full-time students,Tasmania,Government,Male,Primary,Non-Indigenous,15247
Full-time students,Tasmania,Government,Male,Secondary,Indigenous,1123
Full-time students,Tasmania,Government,Male,Secondary,Non-Indigenous,10990
Full-time students,Tasmania,Independent,Female,Primary,Indigenous,103
Full-time students,Tasmania,Independent,Female,Primary,Non-Indigenous,1985
Full-time students,Tasmania,Independent,Female,Secondary,Indigenous,72
Full-time students,Tasmania,Independent,Female,Secondary,Non-Indigenous,2375
Full-time students,Tasmania,Independent,Male,Primary,Indigenous,98
Full-time students,Tasmania,Independent,Male,Primary,Non-Indigenous,2058
Full-time students,Tasmania,Independent,Male,Secondary,Indigenous,73
Full-time students,Tasmania,Independent,Male,Secondary,Non-Indigenous,2430
Full-time students,Victoria,Catholic,Female,Primary,Indigenous,404
Full-time students,Victoria,Catholic,Female,Primary,Non-Indigenous,54554
Full-time students,Victoria,Catholic,Female,Secondary,Indigenous,337
Full-time students,Victoria,Catholic,Female,Secondary,Non-Indigenous,48006
Full-time students,Victoria,Catholic,Male,Primary,Indigenous,363
Full-time students,Victoria,Catholic,Male,Primary,Non-Indigenous,55850
Full-time students,Victoria,Catholic,Male,Secondary,Indigenous,348
Full-time students,Victoria,Catholic,Male,Secondary,Non-Indigenous,46501
Full-time students,Victoria,Government,Female,Primary,Indigenous,3538
Full-time students,Victoria,Government,Female,Primary,Non-Indigenous,164194
Full-time students,Victoria,Government,Female,Secondary,Indigenous,2343
Full-time students,Victoria,Government,Female,Secondary,Non-Indigenous,106568
Full-time students,Victoria,Government,Male,Primary,Indigenous,3635
Full-time students,Victoria,Government,Male,Primary,Non-Indigenous,177495
Full-time students,Victoria,Government,Male,Secondary,Indigenous,2285
Full-time students,Victoria,Government,Male,Secondary,Non-Indigenous,115423
Full-time students,Victoria,Independent,Female,Primary,Indigenous,81
Full-time students,Victoria,Independent,Female,Primary,Non-Indigenous,27702
Full-time students,Victoria,Independent,Female,Secondary,Indigenous,272
Full-time students,Victoria,Independent,Female,Secondary,Non-Indigenous,38827
Full-time students,Victoria,Independent,Male,Primary,Indigenous,81
Full-time students,Victoria,Independent,Male,Primary,Non-Indigenous,26896
Full-time students,Victoria,Independent,Male,Secondary,Indigenous,162
Full-time students,Victoria,Independent,Male,Secondary,Non-Indigenous,37697
Full-time students,Western Australia,Catholic,Female,Primary,Indigenous,718
Full-time students,Western Australia,Catholic,Female,Primary,Non-Indigenous,17352
Full-time students,Western Australia,Catholic,Female,Secondary,Indigenous,646
Full-time students,Western Australia,Catholic,Female,Secondary,Non-Indigenous,17224
Full-time students,Western Australia,Catholic,Male,Primary,Indigenous,675
Full-time students,Western Australia,Catholic,Male,Primary,Non-Indigenous,17667
Full-time students,Western Australia,Catholic,Male,Secondary,Indigenous,519
Full-time students,Western Australia,Catholic,Male,Secondary,Non-Indigenous,17007
Full-time students,Western Australia,Government,Female,Primary,Indigenous,6820
Full-time students,Western Australia,Government,Female,Primary,Non-Indigenous,73213
Full-time students,Western Australia,Government,Female,Secondary,Indigenous,3801
Full-time students,Western Australia,Government,Female,Secondary,Non-Indigenous,44850
Full-time students,Western Australia,Government,Male,Primary,Indigenous,7048
Full-time students,Western Australia,Government,Male,Primary,Non-Indigenous,79217
Full-time students,Western Australia,Government,Male,Secondary,Indigenous,4014
Full-time students,Western Australia,Government,Male,Secondary,Non-Indigenous,47940
Full-time students,Western Australia,Independent,Female,Primary,Indigenous,301
Full-time students,Western Australia,Independent,Female,Primary,Non-Indigenous,13888
Full-time students,Western Australia,Independent,Female,Secondary,Indigenous,454
Full-time students,Western Australia,Independent,Female,Secondary,Non-Indigenous,18057
Full-time students,Western Australia,Independent,Male,Primary,Indigenous,288
Full-time students,Western Australia,Independent,Male,Primary,Non-Indigenous,13863
Full-time students,Western Australia,Independent,Male,Secondary,Indigenous,501
Full-time students,Western Australia,Independent,Male,Secondary,Non-Indigenous,18033
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,0
