Full-time/part-time status,State/territory,School sector,Sex,School level,Indigenous status,Students
Full-time equivalent,Northern Territory,Government,Female,Secondary,Indigenous,2034.9
Full-time equivalent,Northern Territory,Government,Female,Secondary,Non-Indigenous,2936.4
Full-time equivalent,Northern Territory,Government,Male,Primary,Indigenous,4521.9
Full-time equivalent,Northern Territory,Government,Male,Primary,Non-Indigenous,5276
Full-time equivalent,Northern Territory,Government,Male,Secondary,Indigenous,2227.1
Full-time equivalent,Northern Territory,Government,Male,Secondary,Non-Indigenous,3072.6
Full-time equivalent,Northern Territory,Independent,Female,Primary,Indigenous,198
Full-time equivalent,Northern Territory,Independent,Female,Primary,Non-Indigenous,1290
Full-time equivalent,Northern Territory,Independent,Female,Secondary,Indigenous,516
Full-time equivalent,Northern Territory,Independent,Female,Secondary,Non-Indigenous,1268
Full-time equivalent,Northern Territory,Independent,Male,Primary,Indigenous,212
Full-time equivalent,Northern Territory,Independent,Male,Primary,Non-Indigenous,1279
Full-time equivalent,Northern Territory,Independent,Male,Secondary,Indigenous,509.1
Full-time equivalent,Northern Territory,Independent,Male,Secondary,Non-Indigenous,1181
Full-time equivalent,Queensland,Catholic,Female,Primary,Indigenous,1506
Full-time equivalent,Queensland,Catholic,Female,Primary,Non-Indigenous,37519.7
Full-time equivalent,Queensland,Catholic,Female,Secondary,Indigenous,1540.2
Full-time equivalent,Queensland,Catholic,Female,Secondary,Non-Indigenous,31205.6
Full-time equivalent,Queensland,Catholic,Male,Primary,Indigenous,1399
Full-time equivalent,Queensland,Catholic,Male,Primary,Non-Indigenous,38099.8
Full-time equivalent,Queensland,Catholic,Male,Secondary,Indigenous,1697.5
Full-time equivalent,Queensland,Catholic,Male,Secondary,Non-Indigenous,32992.9
Full-time equivalent,Queensland,Government,Female,Primary,Indigenous,16179.9
Full-time equivalent,Queensland,Government,Female,Primary,Non-Indigenous,142494.1
Full-time equivalent,Queensland,Government,Female,Secondary,Indigenous,9088.7
Full-time equivalent,Queensland,Government,Female,Secondary,Non-Indigenous,90843.3
Full-time equivalent,Queensland,Government,Male,Primary,Indigenous,17204.2
Full-time equivalent,Queensland,Government,Male,Primary,Non-Indigenous,153014.6
Full-time equivalent,Queensland,Government,Male,Secondary,Indigenous,9135.5
Full-time equivalent,Queensland,Government,Male,Secondary,Non-Indigenous,96120.4
Full-time equivalent,Queensland,Independent,Female,Primary,Indigenous,796
Full-time equivalent,Queensland,Independent,Female,Primary,Non-Indigenous,25904
Full-time equivalent,Queensland,Independent,Female,Secondary,Indigenous,1196.8
Full-time equivalent,Queensland,Independent,Female,Secondary,Non-Indigenous,30512.7
Full-time equivalent,Queensland,Independent,Male,Primary,Indigenous,795
Full-time equivalent,Queensland,Independent,Male,Primary,Non-Indigenous,26060.5
Full-time equivalent,Queensland,Independent,Male,Secondary,Indigenous,1169.6
Full-time equivalent,Queensland,Independent,Male,Secondary,Non-Indigenous,30981.8
Full-time equivalent,South Australia,Catholic,Female,Primary,Indigenous,198
Full-time equivalent,South Australia,Catholic,Female,Primary,Non-Indigenous,13216
Full-time equivalent,South Australia,Catholic,Female,Secondary,Indigenous,136.1
Full-time equivalent,South Australia,Catholic,Female,Secondary,Non-Indigenous,9772.3
Full-time equivalent,South Australia,Catholic,Male,Primary,Indigenous,201
Full-time equivalent,South Australia,Catholic,Male,Primary,Non-Indigenous,13816.7
Full-time equivalent,South Australia,Catholic,Male,Secondary,Indigenous,138
Full-time equivalent,South Australia,Catholic,Male,Secondary,Non-Indigenous,9328.1
Full-time equivalent,South Australia,Government,Female,Primary,Indigenous,3316
Full-time equivalent,South Australia,Government,Female,Primary,Non-Indigenous,49310.5
Full-time equivalent,South Australia,Government,Female,Secondary,Indigenous,1907.8
Full-time equivalent,South Australia,Government,Female,Secondary,Non-Indigenous,28227.2
Full-time equivalent,South Australia,Government,Male,Primary,Indigenous,3551
Full-time equivalent,South Australia,Government,Male,Primary,Non-Indigenous,52998.2
Full-time equivalent,South Australia,Government,Male,Secondary,Indigenous,1929.9
Full-time equivalent,South Australia,Government,Male,Secondary,Non-Indigenous,29532.1
Full-time equivalent,South Australia,Independent,Female,Primary,Indigenous,225
Full-time equivalent,South Australia,Independent,Female,Primary,Non-Indigenous,13196.7
Full-time equivalent,South Australia,Independent,Female,Secondary,Indigenous,166.7
Full-time equivalent,South Australia,Independent,Female,Secondary,Non-Indigenous,9987
Full-time equivalent,South Australia,Independent,Male,Primary,Indigenous,186
Full-time equivalent,South Australia,Independent,Male,Primary,Non-Indigenous,13188
Full-time equivalent,South Australia,Independent,Male,Secondary,Indigenous,132
Full-time equivalent,South Australia,Independent,Male,Secondary,Non-Indigenous,10131
Full-time equivalent,Tasmania,Catholic,Female,Primary,Indigenous,274
Full-time equivalent,Tasmania,Catholic,Female,Primary,Non-Indigenous,3673.1
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Indigenous,178
Full-time equivalent,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3534
Full-time equivalent,Tasmania,Catholic,Male,Primary,Indigenous,288
Full-time equivalent,Tasmania,Catholic,Male,Primary,Non-Indigenous,3544.7
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Indigenous,181
Full-time equivalent,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3360
Full-time equivalent,Tasmania,Government,Female,Primary,Indigenous,1636
Full-time equivalent,Tasmania,Government,Female,Primary,Non-Indigenous,14238.5
Full-time equivalent,Tasmania,Government,Female,Secondary,Indigenous,1088.4
Full-time equivalent,Tasmania,Government,Female,Secondary,Non-Indigenous,10212.8
Full-time equivalent,Tasmania,Government,Male,Primary,Indigenous,1687
Full-time equivalent,Tasmania,Government,Male,Primary,Non-Indigenous,15450
Full-time equivalent,Tasmania,Government,Male,Secondary,Indigenous,1163.1
Full-time equivalent,Tasmania,Government,Male,Secondary,Non-Indigenous,10923.1
Full-time equivalent,Tasmania,Independent,Female,Primary,Indigenous,108
Full-time equivalent,Tasmania,Independent,Female,Primary,Non-Indigenous,1929.2
Full-time equivalent,Tasmania,Independent,Female,Secondary,Indigenous,74
Full-time equivalent,Tasmania,Independent,Female,Secondary,Non-Indigenous,2381
Full-time equivalent,Tasmania,Independent,Male,Primary,Indigenous,93
Full-time equivalent,Tasmania,Independent,Male,Primary,Non-Indigenous,2074.3
Full-time equivalent,Tasmania,Independent,Male,Secondary,Indigenous,78
Full-time equivalent,Tasmania,Independent,Male,Secondary,Non-Indigenous,2446.7
Full-time equivalent,Victoria,Catholic,Female,Primary,Indigenous,423
Full-time equivalent,Victoria,Catholic,Female,Primary,Non-Indigenous,54867
Full-time equivalent,Victoria,Catholic,Female,Secondary,Indigenous,373
Full-time equivalent,Victoria,Catholic,Female,Secondary,Non-Indigenous,48308
Full-time equivalent,Victoria,Catholic,Male,Primary,Indigenous,380.4
Full-time equivalent,Victoria,Catholic,Male,Primary,Non-Indigenous,56221.5
Full-time equivalent,Victoria,Catholic,Male,Secondary,Indigenous,384
Full-time equivalent,Victoria,Catholic,Male,Secondary,Non-Indigenous,46914.9
Full-time equivalent,Victoria,Government,Female,Primary,Indigenous,3746
Full-time equivalent,Victoria,Government,Female,Primary,Non-Indigenous,168940.9
Full-time equivalent,Victoria,Government,Female,Secondary,Indigenous,2379.6
Full-time equivalent,Victoria,Government,Female,Secondary,Non-Indigenous,108955.9
Full-time equivalent,Victoria,Government,Male,Primary,Indigenous,3789.7
Full-time equivalent,Victoria,Government,Male,Primary,Non-Indigenous,182812.3
Full-time equivalent,Victoria,Government,Male,Secondary,Indigenous,2399.6
Full-time equivalent,Victoria,Government,Male,Secondary,Non-Indigenous,117081
Full-time equivalent,Victoria,Independent,Female,Primary,Indigenous,87
Full-time equivalent,Victoria,Independent,Female,Primary,Non-Indigenous,28474.4
Full-time equivalent,Victoria,Independent,Female,Secondary,Indigenous,306
Full-time equivalent,Victoria,Independent,Female,Secondary,Non-Indigenous,39608.7
Full-time equivalent,Victoria,Independent,Male,Primary,Indigenous,99
Full-time equivalent,Victoria,Independent,Male,Primary,Non-Indigenous,27636.2
Full-time equivalent,Victoria,Independent,Male,Secondary,Indigenous,181
Full-time equivalent,Victoria,Independent,Male,Secondary,Non-Indigenous,38239.3
Full-time equivalent,Western Australia,Catholic,Female,Primary,Indigenous,693
Full-time equivalent,Western Australia,Catholic,Female,Primary,Non-Indigenous,17537
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Indigenous,676
Full-time equivalent,Western Australia,Catholic,Female,Secondary,Non-Indigenous,17120
Full-time equivalent,Western Australia,Catholic,Male,Primary,Indigenous,677
Full-time equivalent,Western Australia,Catholic,Male,Primary,Non-Indigenous,17870
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Indigenous,540
Full-time equivalent,Western Australia,Catholic,Male,Secondary,Non-Indigenous,17012
Full-time equivalent,Western Australia,Government,Female,Primary,Indigenous,6990
Full-time equivalent,Western Australia,Government,Female,Primary,Non-Indigenous,74825
Full-time equivalent,Western Australia,Government,Female,Secondary,Indigenous,3709.2
Full-time equivalent,Western Australia,Government,Female,Secondary,Non-Indigenous,45126.6
Full-time equivalent,Western Australia,Government,Male,Primary,Indigenous,7225
Full-time equivalent,Western Australia,Government,Male,Primary,Non-Indigenous,80661
Full-time equivalent,Western Australia,Government,Male,Secondary,Indigenous,3884.3
Full-time equivalent,Western Australia,Government,Male,Secondary,Non-Indigenous,48601.2
Full-time equivalent,Western Australia,Independent,Female,Primary,Indigenous,280
Full-time equivalent,Western Australia,Independent,Female,Primary,Non-Indigenous,13839.2
Full-time equivalent,Western Australia,Independent,Female,Secondary,Indigenous,452
Full-time equivalent,Western Australia,Independent,Female,Secondary,Non-Indigenous,17981.3
Full-time equivalent,Western Australia,Independent,Male,Primary,Indigenous,307
Full-time equivalent,Western Australia,Independent,Male,Primary,Non-Indigenous,13636.4
Full-time equivalent,Western Australia,Independent,Male,Secondary,Indigenous,504
Full-time equivalent,Western Australia,Independent,Male,Secondary,Non-Indigenous,17935.7
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,92
Full-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,4305
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,90
Full-time students,Australian Capital Territory,Catholic,Female,Secondary,Non-Indigenous,4061
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Indigenous,104
Full-time students,Australian Capital Territory,Catholic,Male,Primary,Non-Indigenous,4750
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Indigenous,74
Full-time students,Australian Capital Territory,Catholic,Male,Secondary,Non-Indigenous,4359
Full-time students,Australian Capital Territory,Government,Female,Primary,Indigenous,402
Full-time students,Australian Capital Territory,Government,Female,Primary,Non-Indigenous,11016
Full-time students,Australian Capital Territory,Government,Female,Secondary,Indigenous,306
Full-time students,Australian Capital Territory,Government,Female,Secondary,Non-Indigenous,7856
Full-time students,Australian Capital Territory,Government,Male,Primary,Indigenous,496
Full-time students,Australian Capital Territory,Government,Male,Primary,Non-Indigenous,11755
Full-time students,Australian Capital Territory,Government,Male,Secondary,Indigenous,311
Full-time students,Australian Capital Territory,Government,Male,Secondary,Non-Indigenous,8045
Full-time students,Australian Capital Territory,Independent,Female,Primary,Indigenous,17
Full-time students,Australian Capital Territory,Independent,Female,Primary,Non-Indigenous,2294
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Indigenous,20
Full-time students,Australian Capital Territory,Independent,Female,Secondary,Non-Indigenous,2452
Full-time students,Australian Capital Territory,Independent,Male,Primary,Indigenous,21
Full-time students,Australian Capital Territory,Independent,Male,Primary,Non-Indigenous,2262
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Indigenous,22
Full-time students,Australian Capital Territory,Independent,Male,Secondary,Non-Indigenous,2415
Full-time students,New South Wales,Catholic,Female,Primary,Indigenous,2167
Full-time students,New South Wales,Catholic,Female,Primary,Non-Indigenous,62659
Full-time students,New South Wales,Catholic,Female,Secondary,Indigenous,1677
Full-time students,New South Wales,Catholic,Female,Secondary,Non-Indigenous,60540
Full-time students,New South Wales,Catholic,Male,Primary,Indigenous,2102
Full-time students,New South Wales,Catholic,Male,Primary,Non-Indigenous,63530
Full-time students,New South Wales,Catholic,Male,Secondary,Indigenous,1686
Full-time students,New South Wales,Catholic,Male,Secondary,Non-Indigenous,61607
Full-time students,New South Wales,Government,Female,Primary,Indigenous,16874
Full-time students,New South Wales,Government,Female,Primary,Non-Indigenous,214276
Full-time students,New South Wales,Government,Female,Secondary,Indigenous,10672
Full-time students,New South Wales,Government,Female,Secondary,Non-Indigenous,137511
Full-time students,New South Wales,Government,Male,Primary,Indigenous,17710
Full-time students,New South Wales,Government,Male,Primary,Non-Indigenous,228238
Full-time students,New South Wales,Government,Male,Secondary,Indigenous,11187
Full-time students,New South Wales,Government,Male,Secondary,Non-Indigenous,142789
Full-time students,New South Wales,Independent,Female,Primary,Indigenous,654
Full-time students,New South Wales,Independent,Female,Primary,Non-Indigenous,35274
Full-time students,New South Wales,Independent,Female,Secondary,Indigenous,850
Full-time students,New South Wales,Independent,Female,Secondary,Non-Indigenous,40154
Full-time students,New South Wales,Independent,Male,Primary,Indigenous,632
Full-time students,New South Wales,Independent,Male,Primary,Non-Indigenous,37482
Full-time students,New South Wales,Independent,Male,Secondary,Indigenous,763
Full-time students,New South Wales,Independent,Male,Secondary,Non-Indigenous,41625
Full-time students,Northern Territory,Catholic,Female,Primary,Indigenous,498
Full-time students,Northern Territory,Catholic,Female,Primary,Non-Indigenous,791
Full-time students,Northern Territory,Catholic,Female,Secondary,Indigenous,452
Full-time students,Northern Territory,Catholic,Female,Secondary,Non-Indigenous,746
Full-time students,Northern Territory,Catholic,Male,Primary,Indigenous,527
Full-time students,Northern Territory,Catholic,Male,Primary,Non-Indigenous,935
Full-time students,Northern Territory,Catholic,Male,Secondary,Indigenous,444
Full-time students,Northern Territory,Catholic,Male,Secondary,Non-Indigenous,788
Full-time students,Northern Territory,Government,Female,Primary,Indigenous,4324
Full-time students,Northern Territory,Government,Female,Primary,Non-Indigenous,5031
Full-time students,Northern Territory,Government,Female,Secondary,Indigenous,2014
Full-time students,Northern Territory,Government,Female,Secondary,Non-Indigenous,2904
Full-time students,Northern Territory,Government,Male,Primary,Indigenous,4519
Full-time students,Northern Territory,Government,Male,Primary,Non-Indigenous,5265
Full-time students,Northern Territory,Government,Male,Secondary,Indigenous,2207
Full-time students,Northern Territory,Government,Male,Secondary,Non-Indigenous,3048
Full-time students,Northern Territory,Independent,Female,Primary,Indigenous,198
Full-time students,Northern Territory,Independent,Female,Primary,Non-Indigenous,1290
Full-time students,Northern Territory,Independent,Female,Secondary,Indigenous,516
Full-time students,Northern Territory,Independent,Female,Secondary,Non-Indigenous,1268
Full-time students,Northern Territory,Independent,Male,Primary,Indigenous,212
Full-time students,Northern Territory,Independent,Male,Primary,Non-Indigenous,1279
Full-time students,Northern Territory,Independent,Male,Secondary,Indigenous,507
Full-time students,Northern Territory,Independent,Male,Secondary,Non-Indigenous,1181
Full-time students,Queensland,Catholic,Female,Primary,Indigenous,1506
Full-time students,Queensland,Catholic,Female,Primary,Non-Indigenous,37516
Full-time students,Queensland,Catholic,Female,Secondary,Indigenous,1538
Full-time students,Queensland,Catholic,Female,Secondary,Non-Indigenous,31197
Full-time students,Queensland,Catholic,Male,Primary,Indigenous,1399
Full-time students,Queensland,Catholic,Male,Primary,Non-Indigenous,38088
Full-time students,Queensland,Catholic,Male,Secondary,Indigenous,1696
Full-time students,Queensland,Catholic,Male,Secondary,Non-Indigenous,32982
Full-time students,Queensland,Government,Female,Primary,Indigenous,16115
Full-time students,Queensland,Government,Female,Primary,Non-Indigenous,142165
Full-time students,Queensland,Government,Female,Secondary,Indigenous,9020
Full-time students,Queensland,Government,Female,Secondary,Non-Indigenous,90185
Full-time students,Queensland,Government,Male,Primary,Indigenous,17113
Full-time students,Queensland,Government,Male,Primary,Non-Indigenous,152434
Full-time students,Queensland,Government,Male,Secondary,Indigenous,9063
Full-time students,Queensland,Government,Male,Secondary,Non-Indigenous,95495
Full-time students,Queensland,Independent,Female,Primary,Indigenous,796
Full-time students,Queensland,Independent,Female,Primary,Non-Indigenous,25899
Full-time students,Queensland,Independent,Female,Secondary,Indigenous,1195
Full-time students,Queensland,Independent,Female,Secondary,Non-Indigenous,30489
Full-time students,Queensland,Independent,Male,Primary,Indigenous,795
Full-time students,Queensland,Independent,Male,Primary,Non-Indigenous,26015
Full-time students,Queensland,Independent,Male,Secondary,Indigenous,1168
Full-time students,Queensland,Independent,Male,Secondary,Non-Indigenous,30946
Full-time students,South Australia,Catholic,Female,Primary,Indigenous,198
Full-time students,South Australia,Catholic,Female,Primary,Non-Indigenous,13216
Full-time students,South Australia,Catholic,Female,Secondary,Indigenous,134
Full-time students,South Australia,Catholic,Female,Secondary,Non-Indigenous,9758
Full-time students,South Australia,Catholic,Male,Primary,Indigenous,201
Full-time students,South Australia,Catholic,Male,Primary,Non-Indigenous,13811
Full-time students,South Australia,Catholic,Male,Secondary,Indigenous,138
Full-time students,South Australia,Catholic,Male,Secondary,Non-Indigenous,9314
Full-time students,South Australia,Government,Female,Primary,Indigenous,3316
Full-time students,South Australia,Government,Female,Primary,Non-Indigenous,49309
Full-time students,South Australia,Government,Female,Secondary,Indigenous,1892
Full-time students,South Australia,Government,Female,Secondary,Non-Indigenous,27748
Full-time students,South Australia,Government,Male,Primary,Indigenous,3551
Full-time students,South Australia,Government,Male,Primary,Non-Indigenous,52993
Full-time students,South Australia,Government,Male,Secondary,Indigenous,1923
Full-time students,South Australia,Government,Male,Secondary,Non-Indigenous,29179
Full-time students,South Australia,Independent,Female,Primary,Indigenous,225
Full-time students,South Australia,Independent,Female,Primary,Non-Indigenous,13193
Full-time students,South Australia,Independent,Female,Secondary,Indigenous,165
Full-time students,South Australia,Independent,Female,Secondary,Non-Indigenous,9972
Full-time students,South Australia,Independent,Male,Primary,Indigenous,186
Full-time students,South Australia,Independent,Male,Primary,Non-Indigenous,13177
Full-time students,South Australia,Independent,Male,Secondary,Indigenous,132
Full-time students,South Australia,Independent,Male,Secondary,Non-Indigenous,10106
Full-time students,Tasmania,Catholic,Female,Primary,Indigenous,274
Full-time students,Tasmania,Catholic,Female,Primary,Non-Indigenous,3672
Full-time students,Tasmania,Catholic,Female,Secondary,Indigenous,178
Full-time students,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3534
Full-time students,Tasmania,Catholic,Male,Primary,Indigenous,288
Full-time students,Tasmania,Catholic,Male,Primary,Non-Indigenous,3543
Full-time students,Tasmania,Catholic,Male,Secondary,Indigenous,181
Full-time students,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3360
Full-time students,Tasmania,Government,Female,Primary,Indigenous,1636
Full-time students,Tasmania,Government,Female,Primary,Non-Indigenous,14236
Full-time students,Tasmania,Government,Female,Secondary,Indigenous,1057
Full-time students,Tasmania,Government,Female,Secondary,Non-Indigenous,10056
Full-time students,Tasmania,Government,Male,Primary,Indigenous,1687
Full-time students,Tasmania,Government,Male,Primary,Non-Indigenous,15447
Full-time students,Tasmania,Government,Male,Secondary,Indigenous,1144
Full-time students,Tasmania,Government,Male,Secondary,Non-Indigenous,10808
Full-time students,Tasmania,Independent,Female,Primary,Indigenous,108
Full-time students,Tasmania,Independent,Female,Primary,Non-Indigenous,1926
Full-time students,Tasmania,Independent,Female,Secondary,Indigenous,74
Full-time students,Tasmania,Independent,Female,Secondary,Non-Indigenous,2381
Full-time students,Tasmania,Independent,Male,Primary,Indigenous,93
Full-time students,Tasmania,Independent,Male,Primary,Non-Indigenous,2066
Full-time students,Tasmania,Independent,Male,Secondary,Indigenous,78
Full-time students,Tasmania,Independent,Male,Secondary,Non-Indigenous,2443
Full-time students,Victoria,Catholic,Female,Primary,Indigenous,423
Full-time students,Victoria,Catholic,Female,Primary,Non-Indigenous,54844
Full-time students,Victoria,Catholic,Female,Secondary,Indigenous,373
Full-time students,Victoria,Catholic,Female,Secondary,Non-Indigenous,48300
Full-time students,Victoria,Catholic,Male,Primary,Indigenous,379
Full-time students,Victoria,Catholic,Male,Primary,Non-Indigenous,56177
Full-time students,Victoria,Catholic,Male,Secondary,Indigenous,384
Full-time students,Victoria,Catholic,Male,Secondary,Non-Indigenous,46906
Full-time students,Victoria,Government,Female,Primary,Indigenous,3746
Full-time students,Victoria,Government,Female,Primary,Non-Indigenous,168867
Full-time students,Victoria,Government,Female,Secondary,Indigenous,2366
Full-time students,Victoria,Government,Female,Secondary,Non-Indigenous,108288
Full-time students,Victoria,Government,Male,Primary,Indigenous,3787
Full-time students,Victoria,Government,Male,Primary,Non-Indigenous,182666
Full-time students,Victoria,Government,Male,Secondary,Indigenous,2393
Full-time students,Victoria,Government,Male,Secondary,Non-Indigenous,116616
Full-time students,Victoria,Independent,Female,Primary,Indigenous,87
Full-time students,Victoria,Independent,Female,Primary,Non-Indigenous,28461
Full-time students,Victoria,Independent,Female,Secondary,Indigenous,306
Full-time students,Victoria,Independent,Female,Secondary,Non-Indigenous,39568
Full-time students,Victoria,Independent,Male,Primary,Indigenous,99
Full-time students,Victoria,Independent,Male,Primary,Non-Indigenous,27619
Full-time students,Victoria,Independent,Male,Secondary,Indigenous,181
Full-time students,Victoria,Independent,Male,Secondary,Non-Indigenous,38208
Full-time students,Western Australia,Catholic,Female,Primary,Indigenous,693
Full-time students,Western Australia,Catholic,Female,Primary,Non-Indigenous,17537
Full-time students,Western Australia,Catholic,Female,Secondary,Indigenous,676
Full-time students,Western Australia,Catholic,Female,Secondary,Non-Indigenous,17120
Full-time students,Western Australia,Catholic,Male,Primary,Indigenous,677
Full-time students,Western Australia,Catholic,Male,Primary,Non-Indigenous,17868
Full-time students,Western Australia,Catholic,Male,Secondary,Indigenous,540
Full-time students,Western Australia,Catholic,Male,Secondary,Non-Indigenous,17012
Full-time students,Western Australia,Government,Female,Primary,Indigenous,6990
Full-time students,Western Australia,Government,Female,Primary,Non-Indigenous,74825
Full-time students,Western Australia,Government,Female,Secondary,Indigenous,3707
Full-time students,Western Australia,Government,Female,Secondary,Non-Indigenous,44914
Full-time students,Western Australia,Government,Male,Primary,Indigenous,7225
Full-time students,Western Australia,Government,Male,Primary,Non-Indigenous,80661
Full-time students,Western Australia,Government,Male,Secondary,Indigenous,3882
Full-time students,Western Australia,Government,Male,Secondary,Non-Indigenous,48367
Full-time students,Western Australia,Independent,Female,Primary,Indigenous,280
Full-time students,Western Australia,Independent,Female,Primary,Non-Indigenous,13827
Full-time students,Western Australia,Independent,Female,Secondary,Indigenous,450
Full-time students,Western Australia,Independent,Female,Secondary,Non-Indigenous,17962
Full-time students,Western Australia,Independent,Male,Primary,Indigenous,307
Full-time students,Western Australia,Independent,Male,Primary,Non-Indigenous,13609
Full-time students,Western Australia,Independent,Male,Secondary,Indigenous,504
Full-time students,Western Australia,Independent,Male,Secondary,Non-Indigenous,17929
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,0
