Full-time/part-time status,State/territory,School sector,Sex,School level,Indigenous status,Students
Full-time students,New South Wales,Catholic,Male,Primary,Indigenous,2095
Full-time students,New South Wales,Catholic,Male,Primary,Non-Indigenous,63784
Full-time students,New South Wales,Catholic,Male,Secondary,Indigenous,1834
Full-time students,New South Wales,Catholic,Male,Secondary,Non-Indigenous,61290
Full-time students,New South Wales,Government,Female,Primary,Indigenous,17705
Full-time students,New South Wales,Government,Female,Primary,Non-Indigenous,218208
Full-time students,New South Wales,Government,Female,Secondary,Indigenous,11139
Full-time students,New South Wales,Government,Female,Secondary,Non-Indigenous,137293
Full-time students,New South Wales,Government,Male,Primary,Indigenous,18655
Full-time students,New South Wales,Government,Male,Primary,Non-Indigenous,232162
Full-time students,New South Wales,Government,Male,Secondary,Indigenous,11602
Full-time students,New South Wales,Government,Male,Secondary,Non-Indigenous,143069
Full-time students,New South Wales,Independent,Female,Primary,Indigenous,708
Full-time students,New South Wales,Independent,Female,Primary,Non-Indigenous,36236
Full-time students,New South Wales,Independent,Female,Secondary,Indigenous,885
Full-time students,New South Wales,Independent,Female,Secondary,Non-Indigenous,41161
Full-time students,New South Wales,Independent,Male,Primary,Indigenous,682
Full-time students,New South Wales,Independent,Male,Primary,Non-Indigenous,38530
Full-time students,New South Wales,Independent,Male,Secondary,Indigenous,775
Full-time students,New South Wales,Independent,Male,Secondary,Non-Indigenous,42410
Full-time students,Northern Territory,Catholic,Female,Primary,Indigenous,473
Full-time students,Northern Territory,Catholic,Female,Primary,Non-Indigenous,758
Full-time students,Northern Territory,Catholic,Female,Secondary,Indigenous,439
Full-time students,Northern Territory,Catholic,Female,Secondary,Non-Indigenous,744
Full-time students,Northern Territory,Catholic,Male,Primary,Indigenous,502
Full-time students,Northern Territory,Catholic,Male,Primary,Non-Indigenous,827
Full-time students,Northern Territory,Catholic,Male,Secondary,Indigenous,411
Full-time students,Northern Territory,Catholic,Male,Secondary,Non-Indigenous,805
Full-time students,Northern Territory,Government,Female,Primary,Indigenous,4369
Full-time students,Northern Territory,Government,Female,Primary,Non-Indigenous,5217
Full-time students,Northern Territory,Government,Female,Secondary,Indigenous,2147
Full-time students,Northern Territory,Government,Female,Secondary,Non-Indigenous,3001
Full-time students,Northern Territory,Government,Male,Primary,Indigenous,4510
Full-time students,Northern Territory,Government,Male,Primary,Non-Indigenous,5506
Full-time students,Northern Territory,Government,Male,Secondary,Indigenous,2386
Full-time students,Northern Territory,Government,Male,Secondary,Non-Indigenous,3099
Full-time students,Northern Territory,Independent,Female,Primary,Indigenous,194
Full-time students,Northern Territory,Independent,Female,Primary,Non-Indigenous,1280
Full-time students,Northern Territory,Independent,Female,Secondary,Indigenous,478
Full-time students,Northern Territory,Independent,Female,Secondary,Non-Indigenous,1167
Full-time students,Northern Territory,Independent,Male,Primary,Indigenous,215
Full-time students,Northern Territory,Independent,Male,Primary,Non-Indigenous,1251
Full-time students,Northern Territory,Independent,Male,Secondary,Indigenous,489
Full-time students,Northern Territory,Independent,Male,Secondary,Non-Indigenous,1138
Full-time students,Queensland,Catholic,Female,Primary,Indigenous,1557
Full-time students,Queensland,Catholic,Female,Primary,Non-Indigenous,37619
Full-time students,Queensland,Catholic,Female,Secondary,Indigenous,1620
Full-time students,Queensland,Catholic,Female,Secondary,Non-Indigenous,31213
Full-time students,Queensland,Catholic,Male,Primary,Indigenous,1469
Full-time students,Queensland,Catholic,Male,Primary,Non-Indigenous,38315
Full-time students,Queensland,Catholic,Male,Secondary,Indigenous,1715
Full-time students,Queensland,Catholic,Male,Secondary,Non-Indigenous,33042
Full-time students,Queensland,Government,Female,Primary,Indigenous,16869
Full-time students,Queensland,Government,Female,Primary,Non-Indigenous,144686
Full-time students,Queensland,Government,Female,Secondary,Indigenous,9341
Full-time students,Queensland,Government,Female,Secondary,Non-Indigenous,91670
Full-time students,Queensland,Government,Male,Primary,Indigenous,17719
Full-time students,Queensland,Government,Male,Primary,Non-Indigenous,154544
Full-time students,Queensland,Government,Male,Secondary,Indigenous,9630
Full-time students,Queensland,Government,Male,Secondary,Non-Indigenous,96712
Full-time students,Queensland,Independent,Female,Primary,Indigenous,843
Full-time students,Queensland,Independent,Female,Primary,Non-Indigenous,25963
Full-time students,Queensland,Independent,Female,Secondary,Indigenous,1264
Full-time students,Queensland,Independent,Female,Secondary,Non-Indigenous,31006
Full-time students,Queensland,Independent,Male,Primary,Indigenous,850
Full-time students,Queensland,Independent,Male,Primary,Non-Indigenous,26309
Full-time students,Queensland,Independent,Male,Secondary,Indigenous,1149
Full-time students,Queensland,Independent,Male,Secondary,Non-Indigenous,31450
Full-time students,South Australia,Catholic,Female,Primary,Indigenous,204
Full-time students,South Australia,Catholic,Female,Primary,Non-Indigenous,12969
Full-time students,South Australia,Catholic,Female,Secondary,Indigenous,130
Full-time students,South Australia,Catholic,Female,Secondary,Non-Indigenous,9462
Full-time students,South Australia,Catholic,Male,Primary,Indigenous,205
Full-time students,South Australia,Catholic,Male,Primary,Non-Indigenous,13457
Full-time students,South Australia,Catholic,Male,Secondary,Indigenous,136
Full-time students,South Australia,Catholic,Male,Secondary,Non-Indigenous,9151
Full-time students,South Australia,Government,Female,Primary,Indigenous,3446
Full-time students,South Australia,Government,Female,Primary,Non-Indigenous,50255
Full-time students,South Australia,Government,Female,Secondary,Indigenous,1893
Full-time students,South Australia,Government,Female,Secondary,Non-Indigenous,27650
Full-time students,South Australia,Government,Male,Primary,Indigenous,3740
Full-time students,South Australia,Government,Male,Primary,Non-Indigenous,53739
Full-time students,South Australia,Government,Male,Secondary,Indigenous,1935
Full-time students,South Australia,Government,Male,Secondary,Non-Indigenous,29090
Full-time students,South Australia,Independent,Female,Primary,Indigenous,244
Full-time students,South Australia,Independent,Female,Primary,Non-Indigenous,13133
Full-time students,South Australia,Independent,Female,Secondary,Indigenous,178
Full-time students,South Australia,Independent,Female,Secondary,Non-Indigenous,10025
Full-time students,South Australia,Independent,Male,Primary,Indigenous,196
Full-time students,South Australia,Independent,Male,Primary,Non-Indigenous,13270
Full-time students,South Australia,Independent,Male,Secondary,Indigenous,122
Full-time students,South Australia,Independent,Male,Secondary,Non-Indigenous,10107
Full-time students,Tasmania,Catholic,Female,Primary,Indigenous,277
Full-time students,Tasmania,Catholic,Female,Primary,Non-Indigenous,3660
Full-time students,Tasmania,Catholic,Female,Secondary,Indigenous,201
Full-time students,Tasmania,Catholic,Female,Secondary,Non-Indigenous,3538
Full-time students,Tasmania,Catholic,Male,Primary,Indigenous,292
Full-time students,Tasmania,Catholic,Male,Primary,Non-Indigenous,3546
Full-time students,Tasmania,Catholic,Male,Secondary,Indigenous,201
Full-time students,Tasmania,Catholic,Male,Secondary,Non-Indigenous,3310
Full-time students,Tasmania,Government,Female,Primary,Indigenous,1692
Full-time students,Tasmania,Government,Female,Primary,Non-Indigenous,14480
Full-time students,Tasmania,Government,Female,Secondary,Indigenous,1059
Full-time students,Tasmania,Government,Female,Secondary,Non-Indigenous,9877
Full-time students,Tasmania,Government,Male,Primary,Indigenous,1727
Full-time students,Tasmania,Government,Male,Primary,Non-Indigenous,15653
Full-time students,Tasmania,Government,Male,Secondary,Indigenous,1146
Full-time students,Tasmania,Government,Male,Secondary,Non-Indigenous,10540
Full-time students,Tasmania,Independent,Female,Primary,Indigenous,105
Full-time students,Tasmania,Independent,Female,Primary,Non-Indigenous,1969
Full-time students,Tasmania,Independent,Female,Secondary,Indigenous,87
Full-time students,Tasmania,Independent,Female,Secondary,Non-Indigenous,2345
Full-time students,Tasmania,Independent,Male,Primary,Indigenous,105
Full-time students,Tasmania,Independent,Male,Primary,Non-Indigenous,2128
Full-time students,Tasmania,Independent,Male,Secondary,Indigenous,73
Full-time students,Tasmania,Independent,Male,Secondary,Non-Indigenous,2446
Full-time students,Victoria,Catholic,Female,Primary,Indigenous,462
Full-time students,Victoria,Catholic,Female,Primary,Non-Indigenous,55043
Full-time students,Victoria,Catholic,Female,Secondary,Indigenous,377
Full-time students,Victoria,Catholic,Female,Secondary,Non-Indigenous,48325
Full-time students,Victoria,Catholic,Male,Primary,Indigenous,421
Full-time students,Victoria,Catholic,Male,Primary,Non-Indigenous,56578
Full-time students,Victoria,Catholic,Male,Secondary,Indigenous,391
Full-time students,Victoria,Catholic,Male,Secondary,Non-Indigenous,46942
Full-time students,Victoria,Government,Female,Primary,Indigenous,3878
Full-time students,Victoria,Government,Female,Primary,Non-Indigenous,174095
Full-time students,Victoria,Government,Female,Secondary,Indigenous,2439
Full-time students,Victoria,Government,Female,Secondary,Non-Indigenous,109808
Full-time students,Victoria,Government,Male,Primary,Indigenous,4004
Full-time students,Victoria,Government,Male,Primary,Non-Indigenous,188439
Full-time students,Victoria,Government,Male,Secondary,Indigenous,2452
Full-time students,Victoria,Government,Male,Secondary,Non-Indigenous,118274
Full-time students,Victoria,Independent,Female,Primary,Indigenous,95
Full-time students,Victoria,Independent,Female,Primary,Non-Indigenous,29473
Full-time students,Victoria,Independent,Female,Secondary,Indigenous,359
Full-time students,Victoria,Independent,Female,Secondary,Non-Indigenous,40974
Full-time students,Victoria,Independent,Male,Primary,Indigenous,100
Full-time students,Victoria,Independent,Male,Primary,Non-Indigenous,28445
Full-time students,Victoria,Independent,Male,Secondary,Indigenous,233
Full-time students,Victoria,Independent,Male,Secondary,Non-Indigenous,39597
Full-time students,Western Australia,Catholic,Female,Primary,Indigenous,695
Full-time students,Western Australia,Catholic,Female,Primary,Non-Indigenous,17786
Full-time students,Western Australia,Catholic,Female,Secondary,Indigenous,681
Full-time students,Western Australia,Catholic,Female,Secondary,Non-Indigenous,16786
Full-time students,Western Australia,Catholic,Male,Primary,Indigenous,690
Full-time students,Western Australia,Catholic,Male,Primary,Non-Indigenous,17889
Full-time students,Western Australia,Catholic,Male,Secondary,Indigenous,575
Full-time students,Western Australia,Catholic,Male,Secondary,Non-Indigenous,16929
Full-time students,Western Australia,Government,Female,Primary,Indigenous,7197
Full-time students,Western Australia,Government,Female,Primary,Non-Indigenous,76217
Full-time students,Western Australia,Government,Female,Secondary,Indigenous,3855
Full-time students,Western Australia,Government,Female,Secondary,Non-Indigenous,45759
Full-time students,Western Australia,Government,Male,Primary,Indigenous,7463
Full-time students,Western Australia,Government,Male,Primary,Non-Indigenous,82087
Full-time students,Western Australia,Government,Male,Secondary,Indigenous,3967
Full-time students,Western Australia,Government,Male,Secondary,Non-Indigenous,49365
Full-time students,Western Australia,Independent,Female,Primary,Indigenous,291
Full-time students,Western Australia,Independent,Female,Primary,Non-Indigenous,13677
Full-time students,Western Australia,Independent,Female,Secondary,Indigenous,462
Full-time students,Western Australia,Independent,Female,Secondary,Non-Indigenous,18085
Full-time students,Western Australia,Independent,Male,Primary,Indigenous,286
Full-time students,Western Australia,Independent,Male,Primary,Non-Indigenous,13500
Full-time students,Western Australia,Independent,Male,Secondary,Indigenous,517
Full-time students,Western Australia,Independent,Male,Secondary,Non-Indigenous,17846
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Primary,Non-Indigenous,0
Part-time students,Australian Capital Territory,Catholic,Female,Secondary,Indigenous,0
