State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",6.1
Australian Capital Territory,Independent,Female,Primary schools,Non-teaching staff,100.5
Australian Capital Territory,Independent,Female,Primary schools,Specialist support staff,3.7
Australian Capital Territory,Independent,Female,Primary schools,Teaching staff,257.3
Australian Capital Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),110.6
Australian Capital Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",17.9
Australian Capital Territory,Independent,Female,Secondary schools,Non-teaching staff,136.4
Australian Capital Territory,Independent,Female,Secondary schools,Specialist support staff,7.9
Australian Capital Territory,Independent,Female,Secondary schools,Teaching staff,259.5
Australian Capital Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),13.1
Australian Capital Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",18.8
Australian Capital Territory,Independent,Male,Primary schools,Non-teaching staff,33.4
Australian Capital Territory,Independent,Male,Primary schools,Specialist support staff,1.5
Australian Capital Territory,Independent,Male,Primary schools,Teaching staff,58.1
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),26.9
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",36.1
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,71.5
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,8.5
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,185.7
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1581
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",93.4
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,1782.6
New South Wales,Catholic,Female,Primary schools,Specialist support staff,108.2
New South Wales,Catholic,Female,Primary schools,Teaching staff,6082.2
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1888.3
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",171.5
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2253.9
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,194.1
New South Wales,Catholic,Female,Secondary schools,Teaching staff,5705.5
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),85.9
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",95.9
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,196.8
New South Wales,Catholic,Male,Primary schools,Specialist support staff,15
New South Wales,Catholic,Male,Primary schools,Teaching staff,1034.6
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),424.6
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",343.6
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,858.6
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,90.4
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3814.9
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7602.6
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",30.3
New South Wales,Government,Female,Primary schools,Non-teaching staff,8085.5
New South Wales,Government,Female,Primary schools,Specialist support staff,452.6
New South Wales,Government,Female,Primary schools,Teaching staff,24481.6
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5258.2
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",15
New South Wales,Government,Female,Secondary schools,Non-teaching staff,5809.4
New South Wales,Government,Female,Secondary schools,Specialist support staff,536.2
New South Wales,Government,Female,Secondary schools,Teaching staff,14706.7
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),423.9
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",856.7
New South Wales,Government,Male,Primary schools,Non-teaching staff,1416.3
New South Wales,Government,Male,Primary schools,Specialist support staff,135.7
New South Wales,Government,Male,Primary schools,Teaching staff,4798.1
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),356.1
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",543
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1041.5
New South Wales,Government,Male,Secondary schools,Specialist support staff,142.4
New South Wales,Government,Male,Secondary schools,Teaching staff,9918
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1500.8
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",115.7
New South Wales,Independent,Female,Primary schools,Non-teaching staff,1814.7
New South Wales,Independent,Female,Primary schools,Specialist support staff,198.2
New South Wales,Independent,Female,Primary schools,Teaching staff,3902
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1670
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",222.2
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2155.2
New South Wales,Independent,Female,Secondary schools,Specialist support staff,263
New South Wales,Independent,Female,Secondary schools,Teaching staff,4341.9
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),307.1
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",270.3
New South Wales,Independent,Male,Primary schools,Non-teaching staff,647.4
New South Wales,Independent,Male,Primary schools,Specialist support staff,70
New South Wales,Independent,Male,Primary schools,Teaching staff,1089.1
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),571.9
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",495.8
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1315.3
New South Wales,Independent,Male,Secondary schools,Specialist support staff,247.6
New South Wales,Independent,Male,Secondary schools,Teaching staff,3384.7
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),105.1
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",5.7
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,140.6
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,29.8
Northern Territory,Catholic,Female,Primary schools,Teaching staff,153.5
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),51.8
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",7.7
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,78.3
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,18.8
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,114.1
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),22
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",20.1
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,45.6
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,3.5
Northern Territory,Catholic,Male,Primary schools,Teaching staff,36.9
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),13.4
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",13.1
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,33.8
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,7.3
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,82.3
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),374.9
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",9.4
Northern Territory,Government,Female,Primary schools,Non-teaching staff,615
Northern Territory,Government,Female,Primary schools,Specialist support staff,230.7
Northern Territory,Government,Female,Primary schools,Teaching staff,1284.7
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),176.3
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,310
Northern Territory,Government,Female,Secondary schools,Specialist support staff,129.7
Northern Territory,Government,Female,Secondary schools,Teaching staff,573.5
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),30
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",79
Northern Territory,Government,Male,Primary schools,Non-teaching staff,167.2
Northern Territory,Government,Male,Primary schools,Specialist support staff,58.2
Northern Territory,Government,Male,Primary schools,Teaching staff,267.5
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),38.1
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",34.9
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,105.8
Northern Territory,Government,Male,Secondary schools,Specialist support staff,32.8
Northern Territory,Government,Male,Secondary schools,Teaching staff,343.1
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),68.4
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",10.6
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,84.1
Northern Territory,Independent,Female,Primary schools,Specialist support staff,5.1
Northern Territory,Independent,Female,Primary schools,Teaching staff,135.3
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),117.7
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",7.9
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,138.6
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,13
Northern Territory,Independent,Female,Secondary schools,Teaching staff,211.8
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),17.1
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",15.6
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,34.8
Northern Territory,Independent,Male,Primary schools,Specialist support staff,2.1
Northern Territory,Independent,Male,Primary schools,Teaching staff,36.4
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),34.2
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",28.8
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,76.7
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,13.7
Northern Territory,Independent,Male,Secondary schools,Teaching staff,136.9
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1720.6
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",79
Queensland,Catholic,Female,Primary schools,Non-teaching staff,1859.1
Queensland,Catholic,Female,Primary schools,Specialist support staff,59.5
Queensland,Catholic,Female,Primary schools,Teaching staff,3860.9
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1307.4
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",201.4
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1686.7
Queensland,Catholic,Female,Secondary schools,Specialist support staff,177.9
Queensland,Catholic,Female,Secondary schools,Teaching staff,2701.1
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),73.9
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",155.2
Queensland,Catholic,Male,Primary schools,Non-teaching staff,243.5
Queensland,Catholic,Male,Primary schools,Specialist support staff,14.4
Queensland,Catholic,Male,Primary schools,Teaching staff,848.6
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),349.7
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",275.6
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,724.4
Queensland,Catholic,Male,Secondary schools,Specialist support staff,99.1
Queensland,Catholic,Male,Secondary schools,Teaching staff,1925.7
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8016.4
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",60.4
Queensland,Government,Female,Primary schools,Non-teaching staff,9077.7
Queensland,Government,Female,Primary schools,Specialist support staff,1000.9
Queensland,Government,Female,Primary schools,Teaching staff,18171
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3569.7
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",80.4
Queensland,Government,Female,Secondary schools,Non-teaching staff,4226
Queensland,Government,Female,Secondary schools,Specialist support staff,575.9
Queensland,Government,Female,Secondary schools,Teaching staff,8862.2
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),373.5
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",780.2
Queensland,Government,Male,Primary schools,Non-teaching staff,1351.6
Queensland,Government,Male,Primary schools,Specialist support staff,197.9
Queensland,Government,Male,Primary schools,Teaching staff,4036.6
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),419.2
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",581.8
Queensland,Government,Male,Secondary schools,Non-teaching staff,1190.4
Queensland,Government,Male,Secondary schools,Specialist support staff,189.4
Queensland,Government,Male,Secondary schools,Teaching staff,5420.4
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1652.5
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",131.2
Queensland,Independent,Female,Primary schools,Non-teaching staff,1939.2
Queensland,Independent,Female,Primary schools,Specialist support staff,155.5
Queensland,Independent,Female,Primary schools,Teaching staff,2686.3
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1453.7
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",185.1
Queensland,Independent,Female,Secondary schools,Non-teaching staff,1832.8
Queensland,Independent,Female,Secondary schools,Specialist support staff,194
Queensland,Independent,Female,Secondary schools,Teaching staff,2577.7
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),252
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",309.8
Queensland,Independent,Male,Primary schools,Non-teaching staff,631.5
Queensland,Independent,Male,Primary schools,Specialist support staff,69.7
Queensland,Independent,Male,Primary schools,Teaching staff,865.4
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),412.2
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",409.7
Queensland,Independent,Male,Secondary schools,Non-teaching staff,1008.8
Queensland,Independent,Male,Secondary schools,Specialist support staff,186.9
Queensland,Independent,Male,Secondary schools,Teaching staff,2168.3
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),402.4
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",31.5
South Australia,Catholic,Female,Primary schools,Non-teaching staff,544.8
South Australia,Catholic,Female,Primary schools,Specialist support staff,110.9
South Australia,Catholic,Female,Primary schools,Teaching staff,1265.6
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),365.8
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",32.9
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,470.6
South Australia,Catholic,Female,Secondary schools,Specialist support staff,71.9
South Australia,Catholic,Female,Secondary schools,Teaching staff,899.2
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),49
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",50.4
South Australia,Catholic,Male,Primary schools,Non-teaching staff,113.3
South Australia,Catholic,Male,Primary schools,Specialist support staff,13.9
South Australia,Catholic,Male,Primary schools,Teaching staff,385.6
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),112.6
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",88.7
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,220.7
South Australia,Catholic,Male,Secondary schools,Specialist support staff,19.4
South Australia,Catholic,Male,Secondary schools,Teaching staff,701.7
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2536
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",8.8
South Australia,Government,Female,Primary schools,Non-teaching staff,2823.4
South Australia,Government,Female,Primary schools,Specialist support staff,278.6
South Australia,Government,Female,Primary schools,Teaching staff,5540.7
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1183.4
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",6.8
South Australia,Government,Female,Secondary schools,Non-teaching staff,1414.6
South Australia,Government,Female,Secondary schools,Specialist support staff,224.4
South Australia,Government,Female,Secondary schools,Teaching staff,2654.4
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),274.2
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",142.9
South Australia,Government,Male,Primary schools,Non-teaching staff,450.7
South Australia,Government,Male,Primary schools,Specialist support staff,33.6
South Australia,Government,Male,Primary schools,Teaching staff,1535.9
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),345.6
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",131.8
South Australia,Government,Male,Secondary schools,Non-teaching staff,547.7
South Australia,Government,Male,Secondary schools,Specialist support staff,70.3
South Australia,Government,Male,Secondary schools,Teaching staff,2007.4
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),482.1
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",36.6
South Australia,Independent,Female,Primary schools,Non-teaching staff,580.2
South Australia,Independent,Female,Primary schools,Specialist support staff,61.5
South Australia,Independent,Female,Primary schools,Teaching staff,1271.1
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),468.2
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",54.7
South Australia,Independent,Female,Secondary schools,Non-teaching staff,566.9
South Australia,Independent,Female,Secondary schools,Specialist support staff,44
South Australia,Independent,Female,Secondary schools,Teaching staff,989.8
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),89.2
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",97.4
South Australia,Independent,Male,Primary schools,Non-teaching staff,200
South Australia,Independent,Male,Primary schools,Specialist support staff,13.4
South Australia,Independent,Male,Primary schools,Teaching staff,454.9
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),155.5
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",134.1
South Australia,Independent,Male,Secondary schools,Non-teaching staff,308.6
South Australia,Independent,Male,Secondary schools,Specialist support staff,19
South Australia,Independent,Male,Secondary schools,Teaching staff,865.9
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),159.4
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",13.5
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,183.8
Tasmania,Catholic,Female,Primary schools,Specialist support staff,10.9
Tasmania,Catholic,Female,Primary schools,Teaching staff,323
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),121
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",9.8
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,142.8
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,12
Tasmania,Catholic,Female,Secondary schools,Teaching staff,301.7
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),12.8
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",22.7
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,36.1
Tasmania,Catholic,Male,Primary schools,Specialist support staff,0.6
Tasmania,Catholic,Male,Primary schools,Teaching staff,96.3
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),60.4
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",35.6
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,98.3
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,2.3
Tasmania,Catholic,Male,Secondary schools,Teaching staff,244.7
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),736
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",6.3
Tasmania,Government,Female,Primary schools,Non-teaching staff,829.1
Tasmania,Government,Female,Primary schools,Specialist support staff,86.8
Tasmania,Government,Female,Primary schools,Teaching staff,1761.7
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),503.7
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",8.8
Tasmania,Government,Female,Secondary schools,Non-teaching staff,597.4
Tasmania,Government,Female,Secondary schools,Specialist support staff,84.9
Tasmania,Government,Female,Secondary schools,Teaching staff,1103.3
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),83.2
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",82.9
Tasmania,Government,Male,Primary schools,Non-teaching staff,183.4
Tasmania,Government,Male,Primary schools,Specialist support staff,17.3
Tasmania,Government,Male,Primary schools,Teaching staff,419.5
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),141.1
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",55.9
Tasmania,Government,Male,Secondary schools,Non-teaching staff,231.3
Tasmania,Government,Male,Secondary schools,Specialist support staff,34.3
Tasmania,Government,Male,Secondary schools,Teaching staff,749.9
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),127.6
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",9.9
Tasmania,Independent,Female,Primary schools,Non-teaching staff,146.1
Tasmania,Independent,Female,Primary schools,Specialist support staff,8.6
Tasmania,Independent,Female,Primary schools,Teaching staff,246.6
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),125.4
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",17.1
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,168
Tasmania,Independent,Female,Secondary schools,Specialist support staff,25.5
Tasmania,Independent,Female,Secondary schools,Teaching staff,248.9
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),25.8
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",22
Tasmania,Independent,Male,Primary schools,Non-teaching staff,51
Tasmania,Independent,Male,Primary schools,Specialist support staff,3.2
Tasmania,Independent,Male,Primary schools,Teaching staff,77.7
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),53.5
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",44.4
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,109
Tasmania,Independent,Male,Secondary schools,Specialist support staff,11.1
Tasmania,Independent,Male,Secondary schools,Teaching staff,267.6
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1675.2
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",46.4
Victoria,Catholic,Female,Primary schools,Non-teaching staff,1759.9
Victoria,Catholic,Female,Primary schools,Specialist support staff,38.3
Victoria,Catholic,Female,Primary schools,Teaching staff,5830.6
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1917.6
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",158.7
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2270.2
Victoria,Catholic,Female,Secondary schools,Specialist support staff,193.9
Victoria,Catholic,Female,Secondary schools,Teaching staff,4451.4
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),62.5
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",65.9
Victoria,Catholic,Male,Primary schools,Non-teaching staff,133.1
Victoria,Catholic,Male,Primary schools,Specialist support staff,4.7
Victoria,Catholic,Male,Primary schools,Teaching staff,1200.6
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),663.9
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",354.6
