State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),334.9
Australian Capital Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",0
Australian Capital Territory,Government,Female,Secondary schools,Non-teaching staff,389.9
Australian Capital Territory,Government,Female,Secondary schools,Specialist support staff,55
Australian Capital Territory,Government,Female,Secondary schools,Teaching staff,871.7
Australian Capital Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),40.8
Australian Capital Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",58.8
Australian Capital Territory,Government,Male,Primary schools,Non-teaching staff,110.1
Australian Capital Territory,Government,Male,Primary schools,Specialist support staff,10.5
Australian Capital Territory,Government,Male,Primary schools,Teaching staff,274.6
Australian Capital Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),90.2
Australian Capital Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",33.4
Australian Capital Territory,Government,Male,Secondary schools,Non-teaching staff,139.2
Australian Capital Territory,Government,Male,Secondary schools,Specialist support staff,15.6
Australian Capital Territory,Government,Male,Secondary schools,Teaching staff,560.4
Australian Capital Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),120.9
Australian Capital Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",5.8
Australian Capital Territory,Independent,Female,Primary schools,Non-teaching staff,138.7
Australian Capital Territory,Independent,Female,Primary schools,Specialist support staff,12
Australian Capital Territory,Independent,Female,Primary schools,Teaching staff,271
Australian Capital Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),137
Australian Capital Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",8.1
Australian Capital Territory,Independent,Female,Secondary schools,Non-teaching staff,157.2
Australian Capital Territory,Independent,Female,Secondary schools,Specialist support staff,12.1
Australian Capital Territory,Independent,Female,Secondary schools,Teaching staff,291.5
Australian Capital Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),22.9
Australian Capital Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",17.8
Australian Capital Territory,Independent,Male,Primary schools,Non-teaching staff,40.7
Australian Capital Territory,Independent,Male,Primary schools,Specialist support staff,0
Australian Capital Territory,Independent,Male,Primary schools,Teaching staff,75.4
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),37.1
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",30.9
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,74
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,6
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,186.4
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1714.8
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",78.2
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,1934.5
New South Wales,Catholic,Female,Primary schools,Specialist support staff,141.5
New South Wales,Catholic,Female,Primary schools,Teaching staff,6547.7
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2045
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",160.5
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2399.3
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,193.8
New South Wales,Catholic,Female,Secondary schools,Teaching staff,6106.3
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),103.1
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",97.5
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,212.7
New South Wales,Catholic,Male,Primary schools,Specialist support staff,12.1
New South Wales,Catholic,Male,Primary schools,Teaching staff,1053.4
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),458.4
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",347.8
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,902.8
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,96.6
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3841.4
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8448.435199
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",65.769644
New South Wales,Government,Female,Primary schools,Non-teaching staff,8968.917361
New South Wales,Government,Female,Primary schools,Specialist support staff,454.7125181
New South Wales,Government,Female,Primary schools,Teaching staff,25848.60482
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6109.808662
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",60.154164
New South Wales,Government,Female,Secondary schools,Non-teaching staff,6684.744261
New South Wales,Government,Female,Secondary schools,Specialist support staff,514.7814349
New South Wales,Government,Female,Secondary schools,Teaching staff,15263.71142
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),587.948723
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",929.137644
New South Wales,Government,Male,Primary schools,Non-teaching staff,1621.25346
New South Wales,Government,Male,Primary schools,Specialist support staff,104.1670934
New South Wales,Government,Male,Primary schools,Teaching staff,5048.085137
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),564.015276
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",605.79846
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1432.792832
New South Wales,Government,Male,Secondary schools,Specialist support staff,262.9790956
New South Wales,Government,Male,Secondary schools,Teaching staff,9375.76428
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1718.4
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",119.8
New South Wales,Independent,Female,Primary schools,Non-teaching staff,2094.5
New South Wales,Independent,Female,Primary schools,Specialist support staff,256.3
New South Wales,Independent,Female,Primary schools,Teaching staff,4282.6
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1854.1
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",224.5
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2432.9
New South Wales,Independent,Female,Secondary schools,Specialist support staff,354.3
New South Wales,Independent,Female,Secondary schools,Teaching staff,4881.7
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),353.3
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",297.7
New South Wales,Independent,Male,Primary schools,Non-teaching staff,725.6
New South Wales,Independent,Male,Primary schools,Specialist support staff,74.6
New South Wales,Independent,Male,Primary schools,Teaching staff,1185.7
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),593.8
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",516.9
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1413.8
New South Wales,Independent,Male,Secondary schools,Specialist support staff,303.1
New South Wales,Independent,Male,Secondary schools,Teaching staff,3622.4
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),127.5
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",10.6
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,158.8
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,20.7
Northern Territory,Catholic,Female,Primary schools,Teaching staff,149.1
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),75.7
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",6.6
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,104.9
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,22.6
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,133.3
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),29.8
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",17.7
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,50.4
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,2.9
Northern Territory,Catholic,Male,Primary schools,Teaching staff,26.1
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),25.1
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",17.9
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,56.3
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,13.3
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,90.1
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),469.5
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",10.8
Northern Territory,Government,Female,Primary schools,Non-teaching staff,723.1529051
Northern Territory,Government,Female,Primary schools,Specialist support staff,242.8529051
Northern Territory,Government,Female,Primary schools,Teaching staff,1317.9
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),204.4
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",1.8
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,339.4270949
Northern Territory,Government,Female,Secondary schools,Specialist support staff,133.2270949
Northern Territory,Government,Female,Secondary schools,Teaching staff,555.2
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),60.1
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",87.7
Northern Territory,Government,Male,Primary schools,Non-teaching staff,220.8470129
Northern Territory,Government,Male,Primary schools,Specialist support staff,73.04701294
Northern Territory,Government,Male,Primary schools,Teaching staff,277
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),57.2
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",47.6
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,144.8729871
Northern Territory,Government,Male,Secondary schools,Specialist support staff,40.07298706
Northern Territory,Government,Male,Secondary schools,Teaching staff,311.3
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),102.7
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",3.3
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,106.2
Northern Territory,Independent,Female,Primary schools,Specialist support staff,0.2
Northern Territory,Independent,Female,Primary schools,Teaching staff,178.1
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),118.3
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",8.7
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,161
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,34
Northern Territory,Independent,Female,Secondary schools,Teaching staff,184.6
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),16.4
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",17.7
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,34.8
Northern Territory,Independent,Male,Primary schools,Specialist support staff,0.7
Northern Territory,Independent,Male,Primary schools,Teaching staff,24.5
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),30.4
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",31.1
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,88.1
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,26.6
Northern Territory,Independent,Male,Secondary schools,Teaching staff,131.6
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1876.4
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",83
Queensland,Catholic,Female,Primary schools,Non-teaching staff,2084.2
Queensland,Catholic,Female,Primary schools,Specialist support staff,124.8
Queensland,Catholic,Female,Primary schools,Teaching staff,4010.2
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1600.2
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",165.7
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1987.2
Queensland,Catholic,Female,Secondary schools,Specialist support staff,221.3
Queensland,Catholic,Female,Secondary schools,Teaching staff,3237.3
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),84.2
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",159.8
Queensland,Catholic,Male,Primary schools,Non-teaching staff,265.5
Queensland,Catholic,Male,Primary schools,Specialist support staff,21.5
Queensland,Catholic,Male,Primary schools,Teaching staff,749.7
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),434.2
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",308.7
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,848.8
Queensland,Catholic,Male,Secondary schools,Specialist support staff,105.9
Queensland,Catholic,Male,Secondary schools,Teaching staff,2209.7
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8579
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",67.4
Queensland,Government,Female,Primary schools,Non-teaching staff,9613.4
Queensland,Government,Female,Primary schools,Specialist support staff,967
Queensland,Government,Female,Primary schools,Teaching staff,19259
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4739.9
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",91.9
Queensland,Government,Female,Secondary schools,Non-teaching staff,5658.3
Queensland,Government,Female,Secondary schools,Specialist support staff,826.5
Queensland,Government,Female,Secondary schools,Teaching staff,10697.3
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),434.4
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",801.9
Queensland,Government,Male,Primary schools,Non-teaching staff,1410.4
Queensland,Government,Male,Primary schools,Specialist support staff,174.1
Queensland,Government,Male,Primary schools,Teaching staff,3913.6
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),571.2
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",634.2
Queensland,Government,Male,Secondary schools,Non-teaching staff,1444.8
Queensland,Government,Male,Secondary schools,Specialist support staff,239.4
Queensland,Government,Male,Secondary schools,Teaching staff,6124.8
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1722.3
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",141.4
Queensland,Independent,Female,Primary schools,Non-teaching staff,2050.1
Queensland,Independent,Female,Primary schools,Specialist support staff,186.4
Queensland,Independent,Female,Primary schools,Teaching staff,2757.7
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1670.5
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",214.9
Queensland,Independent,Female,Secondary schools,Non-teaching staff,2172
Queensland,Independent,Female,Secondary schools,Specialist support staff,286.6
Queensland,Independent,Female,Secondary schools,Teaching staff,3088.7
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),302.3
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",317.7
Queensland,Independent,Male,Primary schools,Non-teaching staff,688.2
Queensland,Independent,Male,Primary schools,Specialist support staff,68.2
Queensland,Independent,Male,Primary schools,Teaching staff,768.2
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),460.6
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",444.2
Queensland,Independent,Male,Secondary schools,Non-teaching staff,1114.8
Queensland,Independent,Male,Secondary schools,Specialist support staff,210
Queensland,Independent,Male,Secondary schools,Teaching staff,2411.1
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),396.3
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",30.9
South Australia,Catholic,Female,Primary schools,Non-teaching staff,575.3
South Australia,Catholic,Female,Primary schools,Specialist support staff,148.1
South Australia,Catholic,Female,Primary schools,Teaching staff,1247.8
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),369
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",26.6
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,479.5
South Australia,Catholic,Female,Secondary schools,Specialist support staff,83.9
South Australia,Catholic,Female,Secondary schools,Teaching staff,889.5
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),53.5
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",52.9
South Australia,Catholic,Male,Primary schools,Non-teaching staff,121.5
South Australia,Catholic,Male,Primary schools,Specialist support staff,15.1
South Australia,Catholic,Male,Primary schools,Teaching staff,378.6
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),101.4
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",89.1
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,212.6
South Australia,Catholic,Male,Secondary schools,Specialist support staff,22.1
South Australia,Catholic,Male,Secondary schools,Teaching staff,686.6
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2942.1
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",7.6
South Australia,Government,Female,Primary schools,Non-teaching staff,3242
South Australia,Government,Female,Primary schools,Specialist support staff,292.3
South Australia,Government,Female,Primary schools,Teaching staff,6055.7
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1271.9
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.6
South Australia,Government,Female,Secondary schools,Non-teaching staff,1380.2
South Australia,Government,Female,Secondary schools,Specialist support staff,104.7
South Australia,Government,Female,Secondary schools,Teaching staff,2703
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),328.8
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",163.6
South Australia,Government,Male,Primary schools,Non-teaching staff,542
South Australia,Government,Male,Primary schools,Specialist support staff,49.6
South Australia,Government,Male,Primary schools,Teaching staff,1548.8
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),385.6
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",121
South Australia,Government,Male,Secondary schools,Non-teaching staff,525.1
South Australia,Government,Male,Secondary schools,Specialist support staff,18.5
South Australia,Government,Male,Secondary schools,Teaching staff,2036.8
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),514.6
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",36.4
South Australia,Independent,Female,Primary schools,Non-teaching staff,656.9
South Australia,Independent,Female,Primary schools,Specialist support staff,105.9
South Australia,Independent,Female,Primary schools,Teaching staff,1288.5
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),526.3
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",54.7
South Australia,Independent,Female,Secondary schools,Non-teaching staff,657.6
South Australia,Independent,Female,Secondary schools,Specialist support staff,76.6
South Australia,Independent,Female,Secondary schools,Teaching staff,1065.5
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),108.4
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",101.5
South Australia,Independent,Male,Primary schools,Non-teaching staff,229.3
South Australia,Independent,Male,Primary schools,Specialist support staff,19.4
South Australia,Independent,Male,Primary schools,Teaching staff,472.9
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),164.8
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",140.6
South Australia,Independent,Male,Secondary schools,Non-teaching staff,341.7
South Australia,Independent,Male,Secondary schools,Specialist support staff,36.3
South Australia,Independent,Male,Secondary schools,Teaching staff,890.9
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),181.7
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",7.4
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,205.6
Tasmania,Catholic,Female,Primary schools,Specialist support staff,16.5
Tasmania,Catholic,Female,Primary schools,Teaching staff,376.7
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),137.7
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",11.4
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,170.9
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,21.8
Tasmania,Catholic,Female,Secondary schools,Teaching staff,321.8
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),15.2
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",26.3
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,44.1
Tasmania,Catholic,Male,Primary schools,Specialist support staff,2.6
Tasmania,Catholic,Male,Primary schools,Teaching staff,84
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),50.5
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",35.9
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,92.8
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,6.4
Tasmania,Catholic,Male,Secondary schools,Teaching staff,243.4
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),812.1
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",8.1
Tasmania,Government,Female,Primary schools,Non-teaching staff,933.6
Tasmania,Government,Female,Primary schools,Specialist support staff,113.4
Tasmania,Government,Female,Primary schools,Teaching staff,1825.2
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),509.3
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",7.8
Tasmania,Government,Female,Secondary schools,Non-teaching staff,591.1
Tasmania,Government,Female,Secondary schools,Specialist support staff,74
Tasmania,Government,Female,Secondary schools,Teaching staff,1056.8
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),90.2
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",76.8
Tasmania,Government,Male,Primary schools,Non-teaching staff,186.4
Tasmania,Government,Male,Primary schools,Specialist support staff,19.4
Tasmania,Government,Male,Primary schools,Teaching staff,439.4
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),143.5
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",55.2
Tasmania,Government,Male,Secondary schools,Non-teaching staff,214.9
Tasmania,Government,Male,Secondary schools,Specialist support staff,16.2
Tasmania,Government,Male,Secondary schools,Teaching staff,700.2
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),165.5
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",5.2
Tasmania,Independent,Female,Primary schools,Non-teaching staff,187.2
Tasmania,Independent,Female,Primary schools,Specialist support staff,16.5
Tasmania,Independent,Female,Primary schools,Teaching staff,261.1
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),147.4
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",10.8
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,174.8
Tasmania,Independent,Female,Secondary schools,Specialist support staff,16.6
Tasmania,Independent,Female,Secondary schools,Teaching staff,262.5
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),41.4
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",27.1
Tasmania,Independent,Male,Primary schools,Non-teaching staff,70.7
Tasmania,Independent,Male,Primary schools,Specialist support staff,2.2
Tasmania,Independent,Male,Primary schools,Teaching staff,78.1
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),57.4
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",38.7
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,102.6
Tasmania,Independent,Male,Secondary schools,Specialist support staff,6.5
Tasmania,Independent,Male,Secondary schools,Teaching staff,265.9
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1991.6
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",51.5
Victoria,Catholic,Female,Primary schools,Non-teaching staff,2109.2
Victoria,Catholic,Female,Primary schools,Specialist support staff,66.1
Victoria,Catholic,Female,Primary schools,Teaching staff,6243.6
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2047.1
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",164.3
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2446.6
Victoria,Catholic,Female,Secondary schools,Specialist support staff,235.2
Victoria,Catholic,Female,Secondary schools,Teaching staff,4645.1
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),91.9
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",88
Victoria,Catholic,Male,Primary schools,Non-teaching staff,189
Victoria,Catholic,Male,Primary schools,Specialist support staff,9.1
Victoria,Catholic,Male,Primary schools,Teaching staff,1281.7
