State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Independent,Female,Primary schools,Teaching staff,228.6
Australian Capital Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),99.7
Australian Capital Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",8.4
Australian Capital Territory,Independent,Female,Secondary schools,Non-teaching staff,116.7
Australian Capital Territory,Independent,Female,Secondary schools,Specialist support staff,8.6
Australian Capital Territory,Independent,Female,Secondary schools,Teaching staff,250.4
Australian Capital Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),14
Australian Capital Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",15.3
Australian Capital Territory,Independent,Male,Primary schools,Non-teaching staff,29.5
Australian Capital Territory,Independent,Male,Primary schools,Specialist support staff,0.2
Australian Capital Territory,Independent,Male,Primary schools,Teaching staff,64.7
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),28.6
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",30.9
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,65
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,5.5
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,193.7
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1561.3
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",85.5
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,1728.2
New South Wales,Catholic,Female,Primary schools,Specialist support staff,81.4
New South Wales,Catholic,Female,Primary schools,Teaching staff,5917
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1888.4
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",141.6
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2187.3
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,157.3
New South Wales,Catholic,Female,Secondary schools,Teaching staff,5459.8
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),98.1
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",94
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,208.5
New South Wales,Catholic,Male,Primary schools,Specialist support staff,16.4
New South Wales,Catholic,Male,Primary schools,Teaching staff,1040.9
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),393.1
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",308.9
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,769.6
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,67.6
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3819
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7792.4
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",31
New South Wales,Government,Female,Primary schools,Non-teaching staff,8308.5
New South Wales,Government,Female,Primary schools,Specialist support staff,485.1
New South Wales,Government,Female,Primary schools,Teaching staff,23580.5
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5399.2
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",13.2
New South Wales,Government,Female,Secondary schools,Non-teaching staff,6031.7
New South Wales,Government,Female,Secondary schools,Specialist support staff,619.3
New South Wales,Government,Female,Secondary schools,Teaching staff,14468.1
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),435.9
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",842.1
New South Wales,Government,Male,Primary schools,Non-teaching staff,1440.3
New South Wales,Government,Male,Primary schools,Specialist support staff,162.3
New South Wales,Government,Male,Primary schools,Teaching staff,4825
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),380.5
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",534.6
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1081.6
New South Wales,Government,Male,Secondary schools,Specialist support staff,166.5
New South Wales,Government,Male,Secondary schools,Teaching staff,10261.1
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1386.4
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",76.9
New South Wales,Independent,Female,Primary schools,Non-teaching staff,1665.2
New South Wales,Independent,Female,Primary schools,Specialist support staff,201.9
New South Wales,Independent,Female,Primary schools,Teaching staff,3756.8
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1553.3
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",143
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,1931.3
New South Wales,Independent,Female,Secondary schools,Specialist support staff,235
New South Wales,Independent,Female,Secondary schools,Teaching staff,4122
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),289.5
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",256.1
New South Wales,Independent,Male,Primary schools,Non-teaching staff,596
New South Wales,Independent,Male,Primary schools,Specialist support staff,50.4
New South Wales,Independent,Male,Primary schools,Teaching staff,1077.9
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),497.9
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",425.6
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1143.8
New South Wales,Independent,Male,Secondary schools,Specialist support staff,220.3
New South Wales,Independent,Male,Secondary schools,Teaching staff,3228.8
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),92.5
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",8.4
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,111.3
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,10.4
Northern Territory,Catholic,Female,Primary schools,Teaching staff,156
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),42.5
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",8.6
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,68.7
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,17.6
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,114.8
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),16.8
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",16.6
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,35.4
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,2
Northern Territory,Catholic,Male,Primary schools,Teaching staff,27.8
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),17
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",16
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,42.7
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,9.7
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,83.6
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),389.3
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",9.1
Northern Territory,Government,Female,Primary schools,Non-teaching staff,671
Northern Territory,Government,Female,Primary schools,Specialist support staff,272.6
Northern Territory,Government,Female,Primary schools,Teaching staff,1332.7
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),230.3
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",6.7
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,400.1
Northern Territory,Government,Female,Secondary schools,Specialist support staff,163.1
Northern Territory,Government,Female,Secondary schools,Teaching staff,647
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),37.3
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",76.9
Northern Territory,Government,Male,Primary schools,Non-teaching staff,165.9
Northern Territory,Government,Male,Primary schools,Specialist support staff,51.7
Northern Territory,Government,Male,Primary schools,Teaching staff,303.8
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.4
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",55.7
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,156.3
Northern Territory,Government,Male,Secondary schools,Specialist support staff,46.2
Northern Territory,Government,Male,Secondary schools,Teaching staff,383.8
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),79.2
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",1.5
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,86.2
Northern Territory,Independent,Female,Primary schools,Specialist support staff,5.5
Northern Territory,Independent,Female,Primary schools,Teaching staff,126.1
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),116.4
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",9.5
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,135.6
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,9.7
Northern Territory,Independent,Female,Secondary schools,Teaching staff,188.2
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),9.1
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",14.8
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,24.2
Northern Territory,Independent,Male,Primary schools,Specialist support staff,0.3
Northern Territory,Independent,Male,Primary schools,Teaching staff,25.6
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),38.7
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",35.6
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,89.1
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,14.8
Northern Territory,Independent,Male,Secondary schools,Teaching staff,123.7
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1590
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",66.7
Queensland,Catholic,Female,Primary schools,Non-teaching staff,1701.4
Queensland,Catholic,Female,Primary schools,Specialist support staff,44.7
Queensland,Catholic,Female,Primary schools,Teaching staff,3708.7
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1217.9
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",134.8
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1500
Queensland,Catholic,Female,Secondary schools,Specialist support staff,147.3
Queensland,Catholic,Female,Secondary schools,Teaching staff,2551.9
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),64.3
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",145.6
Queensland,Catholic,Male,Primary schools,Non-teaching staff,228
Queensland,Catholic,Male,Primary schools,Specialist support staff,18.1
Queensland,Catholic,Male,Primary schools,Teaching staff,853.5
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),317.2
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",261.5
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,681.3
Queensland,Catholic,Male,Secondary schools,Specialist support staff,102.6
Queensland,Catholic,Male,Secondary schools,Teaching staff,1851.6
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6968.5
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",55.1
Queensland,Government,Female,Primary schools,Non-teaching staff,7937.4
Queensland,Government,Female,Primary schools,Specialist support staff,913.8
Queensland,Government,Female,Primary schools,Teaching staff,17080.3
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3542.1
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",53.8
Queensland,Government,Female,Secondary schools,Non-teaching staff,4153.6
Queensland,Government,Female,Secondary schools,Specialist support staff,557.7
Queensland,Government,Female,Secondary schools,Teaching staff,8709.2
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),305.6
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",786.6
Queensland,Government,Male,Primary schools,Non-teaching staff,1286.1
Queensland,Government,Male,Primary schools,Specialist support staff,193.9
Queensland,Government,Male,Primary schools,Teaching staff,3940.8
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),406.4
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",574.5
Queensland,Government,Male,Secondary schools,Non-teaching staff,1167.8
Queensland,Government,Male,Secondary schools,Specialist support staff,186.9
Queensland,Government,Male,Secondary schools,Teaching staff,5442.7
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1546.3
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",77.6
Queensland,Independent,Female,Primary schools,Non-teaching staff,1755
Queensland,Independent,Female,Primary schools,Specialist support staff,131.1
Queensland,Independent,Female,Primary schools,Teaching staff,2575.4
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1470.2
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",105.3
Queensland,Independent,Female,Secondary schools,Non-teaching staff,1740.8
Queensland,Independent,Female,Secondary schools,Specialist support staff,165.3
Queensland,Independent,Female,Secondary schools,Teaching staff,2535.7
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),241.6
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",310.4
Queensland,Independent,Male,Primary schools,Non-teaching staff,607.6
Queensland,Independent,Male,Primary schools,Specialist support staff,55.6
Queensland,Independent,Male,Primary schools,Teaching staff,853.1
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),389.7
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",396.1
Queensland,Independent,Male,Secondary schools,Non-teaching staff,916.5
Queensland,Independent,Male,Secondary schools,Specialist support staff,130.7
Queensland,Independent,Male,Secondary schools,Teaching staff,2128.6
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),408.6
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",26.1
South Australia,Catholic,Female,Primary schools,Non-teaching staff,544.5
South Australia,Catholic,Female,Primary schools,Specialist support staff,109.8
South Australia,Catholic,Female,Primary schools,Teaching staff,1323.7
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),367.9
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",23.9
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,457
South Australia,Catholic,Female,Secondary schools,Specialist support staff,65.2
South Australia,Catholic,Female,Secondary schools,Teaching staff,910
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),48
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",54.6
South Australia,Catholic,Male,Primary schools,Non-teaching staff,112.3
South Australia,Catholic,Male,Primary schools,Specialist support staff,9.7
South Australia,Catholic,Male,Primary schools,Teaching staff,384.8
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),102.6
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",94.6
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,229.7
South Australia,Catholic,Male,Secondary schools,Specialist support staff,32.5
South Australia,Catholic,Male,Secondary schools,Teaching staff,733.8
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2422.9
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",8.1
South Australia,Government,Female,Primary schools,Non-teaching staff,2710.4
South Australia,Government,Female,Primary schools,Specialist support staff,279.4
South Australia,Government,Female,Primary schools,Teaching staff,5527.5
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1148.8
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",8.8
South Australia,Government,Female,Secondary schools,Non-teaching staff,1374.7
South Australia,Government,Female,Secondary schools,Specialist support staff,217.1
South Australia,Government,Female,Secondary schools,Teaching staff,2567.1
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),255.4
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",152.2
South Australia,Government,Male,Primary schools,Non-teaching staff,455.7
South Australia,Government,Male,Primary schools,Specialist support staff,48.1
South Australia,Government,Male,Primary schools,Teaching staff,1523.4
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),335.9
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",125.3
South Australia,Government,Male,Secondary schools,Non-teaching staff,549
South Australia,Government,Male,Secondary schools,Specialist support staff,87.8
South Australia,Government,Male,Secondary schools,Teaching staff,2078
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),465.2
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",28.1
South Australia,Independent,Female,Primary schools,Non-teaching staff,535.3
South Australia,Independent,Female,Primary schools,Specialist support staff,42
South Australia,Independent,Female,Primary schools,Teaching staff,1228.5
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),444.8
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",38.2
South Australia,Independent,Female,Secondary schools,Non-teaching staff,525.3
South Australia,Independent,Female,Secondary schools,Specialist support staff,42.3
South Australia,Independent,Female,Secondary schools,Teaching staff,951.9
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),98.4
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",92.1
South Australia,Independent,Male,Primary schools,Non-teaching staff,201.3
South Australia,Independent,Male,Primary schools,Specialist support staff,10.8
South Australia,Independent,Male,Primary schools,Teaching staff,440.6
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),149.5
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",132.4
South Australia,Independent,Male,Secondary schools,Non-teaching staff,299.5
South Australia,Independent,Male,Secondary schools,Specialist support staff,17.6
South Australia,Independent,Male,Secondary schools,Teaching staff,863.5
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),141.9
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",10.2
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,166.1
Tasmania,Catholic,Female,Primary schools,Specialist support staff,14
Tasmania,Catholic,Female,Primary schools,Teaching staff,321.9
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),128.9
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",12.1
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,153.4
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,12.4
Tasmania,Catholic,Female,Secondary schools,Teaching staff,301.5
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),10
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",23.4
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,35
Tasmania,Catholic,Male,Primary schools,Specialist support staff,1.6
Tasmania,Catholic,Male,Primary schools,Teaching staff,93
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),58.8
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",34.2
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,96.1
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,3.1
Tasmania,Catholic,Male,Secondary schools,Teaching staff,241.5
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),728.8
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",4.6
Tasmania,Government,Female,Primary schools,Non-teaching staff,816
Tasmania,Government,Female,Primary schools,Specialist support staff,82.6
Tasmania,Government,Female,Primary schools,Teaching staff,1769
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),513.2
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",6.3
Tasmania,Government,Female,Secondary schools,Non-teaching staff,596.1
Tasmania,Government,Female,Secondary schools,Specialist support staff,76.6
Tasmania,Government,Female,Secondary schools,Teaching staff,1173.7
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),75.3
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",82
Tasmania,Government,Male,Primary schools,Non-teaching staff,172.7
Tasmania,Government,Male,Primary schools,Specialist support staff,15.4
Tasmania,Government,Male,Primary schools,Teaching staff,427.2
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),152.2
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",56
Tasmania,Government,Male,Secondary schools,Non-teaching staff,233.9
Tasmania,Government,Male,Secondary schools,Specialist support staff,25.7
Tasmania,Government,Male,Secondary schools,Teaching staff,794
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),126.3
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",9
Tasmania,Independent,Female,Primary schools,Non-teaching staff,141.5
Tasmania,Independent,Female,Primary schools,Specialist support staff,6.2
Tasmania,Independent,Female,Primary schools,Teaching staff,250.3
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),135
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",14.6
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,172.6
Tasmania,Independent,Female,Secondary schools,Specialist support staff,23
Tasmania,Independent,Female,Secondary schools,Teaching staff,250.1
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),20.8
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",17.9
Tasmania,Independent,Male,Primary schools,Non-teaching staff,43.3
Tasmania,Independent,Male,Primary schools,Specialist support staff,4.6
Tasmania,Independent,Male,Primary schools,Teaching staff,72.6
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.4
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",39.8
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,106.2
Tasmania,Independent,Male,Secondary schools,Specialist support staff,12
Tasmania,Independent,Male,Secondary schools,Teaching staff,257.2
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1522.9
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",44.3
Victoria,Catholic,Female,Primary schools,Non-teaching staff,1589.4
Victoria,Catholic,Female,Primary schools,Specialist support staff,22.2
Victoria,Catholic,Female,Primary schools,Teaching staff,5510.6
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1767.2
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",142.6
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2105.5
Victoria,Catholic,Female,Secondary schools,Specialist support staff,195.7
Victoria,Catholic,Female,Secondary schools,Teaching staff,4295.6
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),44.9
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",65.8
Victoria,Catholic,Male,Primary schools,Non-teaching staff,115.3
Victoria,Catholic,Male,Primary schools,Specialist support staff,4.6
Victoria,Catholic,Male,Primary schools,Teaching staff,1119
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),599.8
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",311.2
