State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),332.2
Australian Capital Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",1
Australian Capital Territory,Government,Female,Secondary schools,Non-teaching staff,371.9
Australian Capital Territory,Government,Female,Secondary schools,Specialist support staff,38.7
Australian Capital Territory,Government,Female,Secondary schools,Teaching staff,864
Australian Capital Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),50.8
Australian Capital Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",59.7
Australian Capital Territory,Government,Male,Primary schools,Non-teaching staff,120.4
Australian Capital Territory,Government,Male,Primary schools,Specialist support staff,9.9
Australian Capital Territory,Government,Male,Primary schools,Teaching staff,275.2
Australian Capital Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),96.3
Australian Capital Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",30.5
Australian Capital Territory,Government,Male,Secondary schools,Non-teaching staff,145.8
Australian Capital Territory,Government,Male,Secondary schools,Specialist support staff,19
Australian Capital Territory,Government,Male,Secondary schools,Teaching staff,551.5
Australian Capital Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),117.5
Australian Capital Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",2
Australian Capital Territory,Independent,Female,Primary schools,Non-teaching staff,134.4
Australian Capital Territory,Independent,Female,Primary schools,Specialist support staff,14.9
Australian Capital Territory,Independent,Female,Primary schools,Teaching staff,272.7
Australian Capital Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),148.3
Australian Capital Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",4.9
Australian Capital Territory,Independent,Female,Secondary schools,Non-teaching staff,171.3
Australian Capital Territory,Independent,Female,Secondary schools,Specialist support staff,18.1
Australian Capital Territory,Independent,Female,Secondary schools,Teaching staff,285.9
Australian Capital Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),20.8
Australian Capital Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",21.4
Australian Capital Territory,Independent,Male,Primary schools,Non-teaching staff,42.2
Australian Capital Territory,Independent,Male,Primary schools,Specialist support staff,0
Australian Capital Territory,Independent,Male,Primary schools,Teaching staff,73.9
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),45.6
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",31.5
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,89.1
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,12
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,185.6
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1849.9
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",82
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,2089.2
New South Wales,Catholic,Female,Primary schools,Specialist support staff,157.3
New South Wales,Catholic,Female,Primary schools,Teaching staff,6671.2
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2106.3
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",165
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2484.9
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,213.6
New South Wales,Catholic,Female,Secondary schools,Teaching staff,6230.5
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),108.6
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",95
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,215.7
New South Wales,Catholic,Male,Primary schools,Specialist support staff,12.1
New South Wales,Catholic,Male,Primary schools,Teaching staff,1045
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),457.5
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",346.2
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,934.2
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,130.5
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3824.5
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8875.8
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",71.4
New South Wales,Government,Female,Primary schools,Non-teaching staff,9461.9
New South Wales,Government,Female,Primary schools,Specialist support staff,514.7
New South Wales,Government,Female,Primary schools,Teaching staff,27104.2
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6102.8
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",88.4
New South Wales,Government,Female,Secondary schools,Non-teaching staff,6673.4
New South Wales,Government,Female,Secondary schools,Specialist support staff,482.2
New South Wales,Government,Female,Secondary schools,Teaching staff,15378.4
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),551.6
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",953.2
New South Wales,Government,Male,Primary schools,Non-teaching staff,1622.1
New South Wales,Government,Male,Primary schools,Specialist support staff,117.3
New South Wales,Government,Male,Primary schools,Teaching staff,4939.4
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),610.7
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",620.3
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1352.2
New South Wales,Government,Male,Secondary schools,Specialist support staff,121.2
New South Wales,Government,Male,Secondary schools,Teaching staff,9321.7
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1736.5
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",127.8
New South Wales,Independent,Female,Primary schools,Non-teaching staff,2205.9
New South Wales,Independent,Female,Primary schools,Specialist support staff,341.6
New South Wales,Independent,Female,Primary schools,Teaching staff,4514.4
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1941
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",235.1
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2545.8
New South Wales,Independent,Female,Secondary schools,Specialist support staff,369.7
New South Wales,Independent,Female,Secondary schools,Teaching staff,5038.7
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),354.1
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",310.8
New South Wales,Independent,Male,Primary schools,Non-teaching staff,746.3
New South Wales,Independent,Male,Primary schools,Specialist support staff,81.4
New South Wales,Independent,Male,Primary schools,Teaching staff,1244.3
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),636.5
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",541.7
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1476.1
New South Wales,Independent,Male,Secondary schools,Specialist support staff,297.9
New South Wales,Independent,Male,Secondary schools,Teaching staff,3713.7
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),118.6
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",10.2
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,157.4
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,28.6
Northern Territory,Catholic,Female,Primary schools,Teaching staff,150
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),74.5
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",7.4
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,114.2
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,32.3
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,147.2
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),29.2
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",17.6
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,51
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,4.2
Northern Territory,Catholic,Male,Primary schools,Teaching staff,26.8
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),28.9
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",15.5
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,65.7
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,21.3
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,85.8
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),498.1
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",11.9
Northern Territory,Government,Female,Primary schools,Non-teaching staff,757
Northern Territory,Government,Female,Primary schools,Specialist support staff,247
Northern Territory,Government,Female,Primary schools,Teaching staff,1261.5
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),199.1
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.6
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,336.6
Northern Territory,Government,Female,Secondary schools,Specialist support staff,133.9
Northern Territory,Government,Female,Secondary schools,Teaching staff,554.1
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.8
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",77.3
Northern Territory,Government,Male,Primary schools,Non-teaching staff,216.3
Northern Territory,Government,Male,Primary schools,Specialist support staff,84.2
Northern Territory,Government,Male,Primary schools,Teaching staff,266.9
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),52.6
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",49.7
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,147.9
Northern Territory,Government,Male,Secondary schools,Specialist support staff,45.6
Northern Territory,Government,Male,Secondary schools,Teaching staff,305.9
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),92.8
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",3.8
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,111
Northern Territory,Independent,Female,Primary schools,Specialist support staff,14.4
Northern Territory,Independent,Female,Primary schools,Teaching staff,162.4
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),106.4
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",7.7
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,132
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,17.9
Northern Territory,Independent,Female,Secondary schools,Teaching staff,165.7
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),14.6
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",17.5
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,33.4
Northern Territory,Independent,Male,Primary schools,Specialist support staff,1.3
Northern Territory,Independent,Male,Primary schools,Teaching staff,29.6
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),47.5
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",27.1
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,89.2
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,14.6
Northern Territory,Independent,Male,Secondary schools,Teaching staff,128.8
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1948
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",98.5
Queensland,Catholic,Female,Primary schools,Non-teaching staff,2191.4
Queensland,Catholic,Female,Primary schools,Specialist support staff,144.9
Queensland,Catholic,Female,Primary schools,Teaching staff,4082.6
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1672.1
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",186.4
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,2087.6
Queensland,Catholic,Female,Secondary schools,Specialist support staff,229.1
Queensland,Catholic,Female,Secondary schools,Teaching staff,3320.1
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),88.2
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",165.2
Queensland,Catholic,Male,Primary schools,Non-teaching staff,277.3
Queensland,Catholic,Male,Primary schools,Specialist support staff,23.9
Queensland,Catholic,Male,Primary schools,Teaching staff,734.3
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),443.2
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",309.4
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,862.3
Queensland,Catholic,Male,Secondary schools,Specialist support staff,109.7
Queensland,Catholic,Male,Secondary schools,Teaching staff,2234.9
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8273
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",87.7
Queensland,Government,Female,Primary schools,Non-teaching staff,9382.5
Queensland,Government,Female,Primary schools,Specialist support staff,1021.8
Queensland,Government,Female,Primary schools,Teaching staff,19739.6
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4827.3
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",100.3
Queensland,Government,Female,Secondary schools,Non-teaching staff,5841.6
Queensland,Government,Female,Secondary schools,Specialist support staff,914
Queensland,Government,Female,Secondary schools,Teaching staff,11098.1
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),420.2
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",874
Queensland,Government,Male,Primary schools,Non-teaching staff,1479.6
Queensland,Government,Male,Primary schools,Specialist support staff,185.4
Queensland,Government,Male,Primary schools,Teaching staff,4008
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),557.2
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",657.6
Queensland,Government,Male,Secondary schools,Non-teaching staff,1459.8
Queensland,Government,Male,Secondary schools,Specialist support staff,245
Queensland,Government,Male,Secondary schools,Teaching staff,6378.4
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1819.8
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",155.8
Queensland,Independent,Female,Primary schools,Non-teaching staff,2154.3
Queensland,Independent,Female,Primary schools,Specialist support staff,178.7
Queensland,Independent,Female,Primary schools,Teaching staff,2820.3
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1768.9
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",194.6
Queensland,Independent,Female,Secondary schools,Non-teaching staff,2253.6
Queensland,Independent,Female,Secondary schools,Specialist support staff,290.1
Queensland,Independent,Female,Secondary schools,Teaching staff,3187
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),319.9
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",325.4
Queensland,Independent,Male,Primary schools,Non-teaching staff,707.3
Queensland,Independent,Male,Primary schools,Specialist support staff,62
Queensland,Independent,Male,Primary schools,Teaching staff,785.5
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),491.3
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",418.4
Queensland,Independent,Male,Secondary schools,Non-teaching staff,1134.7
Queensland,Independent,Male,Secondary schools,Specialist support staff,225
Queensland,Independent,Male,Secondary schools,Teaching staff,2415.4
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),420.2
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",26.2
South Australia,Catholic,Female,Primary schools,Non-teaching staff,569
South Australia,Catholic,Female,Primary schools,Specialist support staff,122.6
South Australia,Catholic,Female,Primary schools,Teaching staff,1241.4
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),377.2
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",26.8
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,488
South Australia,Catholic,Female,Secondary schools,Specialist support staff,84
South Australia,Catholic,Female,Secondary schools,Teaching staff,891.8
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.9
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",52.4
South Australia,Catholic,Male,Primary schools,Non-teaching staff,125
South Australia,Catholic,Male,Primary schools,Specialist support staff,17.7
South Australia,Catholic,Male,Primary schools,Teaching staff,363.1
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),100.7
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",83.1
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,203.6
South Australia,Catholic,Male,Secondary schools,Specialist support staff,19.8
South Australia,Catholic,Male,Secondary schools,Teaching staff,679.5
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3245.8
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",8.8
South Australia,Government,Female,Primary schools,Non-teaching staff,3583.7
South Australia,Government,Female,Primary schools,Specialist support staff,329.1
South Australia,Government,Female,Primary schools,Teaching staff,6177.7
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1329.1
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4.6
South Australia,Government,Female,Secondary schools,Non-teaching staff,1423.2
South Australia,Government,Female,Secondary schools,Specialist support staff,89.5
South Australia,Government,Female,Secondary schools,Teaching staff,2756.2
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),391.9
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",165.4
South Australia,Government,Male,Primary schools,Non-teaching staff,596
South Australia,Government,Male,Primary schools,Specialist support staff,38.7
South Australia,Government,Male,Primary schools,Teaching staff,1633.9
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),425
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",129.7
South Australia,Government,Male,Secondary schools,Non-teaching staff,574.9
South Australia,Government,Male,Secondary schools,Specialist support staff,20.2
South Australia,Government,Male,Secondary schools,Teaching staff,2023.9
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),500
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",36
South Australia,Independent,Female,Primary schools,Non-teaching staff,659.1
South Australia,Independent,Female,Primary schools,Specialist support staff,123.1
South Australia,Independent,Female,Primary schools,Teaching staff,1296.6
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),530.2
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",54.4
South Australia,Independent,Female,Secondary schools,Non-teaching staff,665.9
South Australia,Independent,Female,Secondary schools,Specialist support staff,81.3
South Australia,Independent,Female,Secondary schools,Teaching staff,1134.3
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),111.5
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",106.8
South Australia,Independent,Male,Primary schools,Non-teaching staff,239.2
South Australia,Independent,Male,Primary schools,Specialist support staff,20.9
South Australia,Independent,Male,Primary schools,Teaching staff,431.2
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),176.1
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",144.7
South Australia,Independent,Male,Secondary schools,Non-teaching staff,363.8
South Australia,Independent,Male,Secondary schools,Specialist support staff,43
South Australia,Independent,Male,Secondary schools,Teaching staff,923
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),186.5
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",4.7
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,202.2
Tasmania,Catholic,Female,Primary schools,Specialist support staff,11
Tasmania,Catholic,Female,Primary schools,Teaching staff,371.8
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),145.7
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",19
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,185.1
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,20.4
Tasmania,Catholic,Female,Secondary schools,Teaching staff,333.9
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),20
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",26.6
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,47.7
Tasmania,Catholic,Male,Primary schools,Specialist support staff,1.1
Tasmania,Catholic,Male,Primary schools,Teaching staff,92.6
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),58.7
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",34
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,99.6
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,6.9
Tasmania,Catholic,Male,Secondary schools,Teaching staff,245.7
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),850.6
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",7.4
Tasmania,Government,Female,Primary schools,Non-teaching staff,983
Tasmania,Government,Female,Primary schools,Specialist support staff,125
Tasmania,Government,Female,Primary schools,Teaching staff,1826
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),540.4
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",8.1
Tasmania,Government,Female,Secondary schools,Non-teaching staff,633.8
Tasmania,Government,Female,Secondary schools,Specialist support staff,85.3
Tasmania,Government,Female,Secondary schools,Teaching staff,1068.6
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),96.4
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",77.4
Tasmania,Government,Male,Primary schools,Non-teaching staff,191.5
Tasmania,Government,Male,Primary schools,Specialist support staff,17.7
Tasmania,Government,Male,Primary schools,Teaching staff,450.4
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),152.8
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",55.7
Tasmania,Government,Male,Secondary schools,Non-teaching staff,223.2
Tasmania,Government,Male,Secondary schools,Specialist support staff,14.7
Tasmania,Government,Male,Secondary schools,Teaching staff,726.6
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),169.7
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",6.7
Tasmania,Independent,Female,Primary schools,Non-teaching staff,190.7
Tasmania,Independent,Female,Primary schools,Specialist support staff,14.3
Tasmania,Independent,Female,Primary schools,Teaching staff,270.4
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),148.8
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",9.6
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,177.5
Tasmania,Independent,Female,Secondary schools,Specialist support staff,19.1
Tasmania,Independent,Female,Secondary schools,Teaching staff,265.4
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),42.2
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",28
Tasmania,Independent,Male,Primary schools,Non-teaching staff,71.7
Tasmania,Independent,Male,Primary schools,Specialist support staff,1.5
Tasmania,Independent,Male,Primary schools,Teaching staff,75.9
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.3
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",42.9
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,103.9
Tasmania,Independent,Male,Secondary schools,Specialist support staff,6.7
Tasmania,Independent,Male,Secondary schools,Teaching staff,262.6
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2127.3
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",51.8
Victoria,Catholic,Female,Primary schools,Non-teaching staff,2231.8
Victoria,Catholic,Female,Primary schools,Specialist support staff,52.7
Victoria,Catholic,Female,Primary schools,Teaching staff,6364.5
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2088.4
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",173
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2524.6
Victoria,Catholic,Female,Secondary schools,Specialist support staff,263.2
Victoria,Catholic,Female,Secondary schools,Teaching staff,4727.6
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),109.4
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",92.7
Victoria,Catholic,Male,Primary schools,Non-teaching staff,208.3
Victoria,Catholic,Male,Primary schools,Specialist support staff,6.2
Victoria,Catholic,Male,Primary schools,Teaching staff,1297.8
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),710.9
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",356.9
