State/Territory,Sector,Sex,School Level,Function,Staff
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1576.8
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",114.8
New South Wales,Independent,Female,Primary schools,Non-teaching staff,1893.4
New South Wales,Independent,Female,Primary schools,Specialist support staff,201.8
New South Wales,Independent,Female,Primary schools,Teaching staff,4032.5
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1742.7
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",222.8
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2251.2
New South Wales,Independent,Female,Secondary schools,Specialist support staff,285.7
New South Wales,Independent,Female,Secondary schools,Teaching staff,4484
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),340.6
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",276
New South Wales,Independent,Male,Primary schools,Non-teaching staff,674.2
New South Wales,Independent,Male,Primary schools,Specialist support staff,57.6
New South Wales,Independent,Male,Primary schools,Teaching staff,1138.5
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),587.7
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",497.4
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1322.6
New South Wales,Independent,Male,Secondary schools,Specialist support staff,237.5
New South Wales,Independent,Male,Secondary schools,Teaching staff,3522.4
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),112.8
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",14.6
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,152.8
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,25.4
Northern Territory,Catholic,Female,Primary schools,Teaching staff,152.9
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),64.1
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",11.3
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,100
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,24.6
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,127.7
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),24.8
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",16.5
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,44.1
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,2.8
Northern Territory,Catholic,Male,Primary schools,Teaching staff,30.1
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),20.4
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",18.3
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,52.2
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,13.5
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,92.7
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),393.9
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",9.6
Northern Territory,Government,Female,Primary schools,Non-teaching staff,608.3
Northern Territory,Government,Female,Primary schools,Specialist support staff,204.8
Northern Territory,Government,Female,Primary schools,Teaching staff,1178.2
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),176.4
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.4
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,293.1
Northern Territory,Government,Female,Secondary schools,Specialist support staff,113.3
Northern Territory,Government,Female,Secondary schools,Teaching staff,527.9
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),46.4
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",75.9
Northern Territory,Government,Male,Primary schools,Non-teaching staff,172.1
Northern Territory,Government,Male,Primary schools,Specialist support staff,49.8
Northern Territory,Government,Male,Primary schools,Teaching staff,258.4
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),63.2
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",40.4
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,131.1
Northern Territory,Government,Male,Secondary schools,Specialist support staff,27.5
Northern Territory,Government,Male,Secondary schools,Teaching staff,329.5
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),73.8
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",3.8
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,99.5
Northern Territory,Independent,Female,Primary schools,Specialist support staff,21.9
Northern Territory,Independent,Female,Primary schools,Teaching staff,163.9
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),118.2
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",9.2
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,158.3
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,30.9
Northern Territory,Independent,Female,Secondary schools,Teaching staff,215.8
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),14.8
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",17.8
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,36.3
Northern Territory,Independent,Male,Primary schools,Specialist support staff,3.7
Northern Territory,Independent,Male,Primary schools,Teaching staff,16.5
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),29.5
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",32.3
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,87.4
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,25.6
Northern Territory,Independent,Male,Secondary schools,Teaching staff,137.5
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1722.2
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",84.5
Queensland,Catholic,Female,Primary schools,Non-teaching staff,1905.3
Queensland,Catholic,Female,Primary schools,Specialist support staff,98.6
Queensland,Catholic,Female,Primary schools,Teaching staff,3782.4
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1460.2
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",177.9
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1833.4
Queensland,Catholic,Female,Secondary schools,Specialist support staff,195.3
Queensland,Catholic,Female,Secondary schools,Teaching staff,3119.8
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),73.7
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",155.1
Queensland,Catholic,Male,Primary schools,Non-teaching staff,248.1
Queensland,Catholic,Male,Primary schools,Specialist support staff,19.3
Queensland,Catholic,Male,Primary schools,Teaching staff,764.9
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),389.8
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",320.8
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,812.1
Queensland,Catholic,Male,Secondary schools,Specialist support staff,101.5
Queensland,Catholic,Male,Secondary schools,Teaching staff,2151.6
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7978.8
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",60.1
Queensland,Government,Female,Primary schools,Non-teaching staff,8909.6
Queensland,Government,Female,Primary schools,Specialist support staff,870.7
Queensland,Government,Female,Primary schools,Teaching staff,17926.2
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4409.7
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",87.6
Queensland,Government,Female,Secondary schools,Non-teaching staff,5205.5
Queensland,Government,Female,Secondary schools,Specialist support staff,708.2
Queensland,Government,Female,Secondary schools,Teaching staff,10175.2
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),363.6
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",773.8
Queensland,Government,Male,Primary schools,Non-teaching staff,1307.9
Queensland,Government,Male,Primary schools,Specialist support staff,170.5
Queensland,Government,Male,Primary schools,Teaching staff,3842.3
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),534.6
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",607.1
Queensland,Government,Male,Secondary schools,Non-teaching staff,1353.4
Queensland,Government,Male,Secondary schools,Specialist support staff,211.7
Queensland,Government,Male,Secondary schools,Teaching staff,5857.5
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1652.6
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",109.6
Queensland,Independent,Female,Primary schools,Non-teaching staff,1905.3
Queensland,Independent,Female,Primary schools,Specialist support staff,143.1
Queensland,Independent,Female,Primary schools,Teaching staff,2656.4
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1589
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",210
Queensland,Independent,Female,Secondary schools,Non-teaching staff,2013.5
Queensland,Independent,Female,Secondary schools,Specialist support staff,214.5
Queensland,Independent,Female,Secondary schools,Teaching staff,2955.3
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),270.8
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",310.3
Queensland,Independent,Male,Primary schools,Non-teaching staff,633.3
Queensland,Independent,Male,Primary schools,Specialist support staff,52.2
Queensland,Independent,Male,Primary schools,Teaching staff,774.4
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),448.1
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",465.1
Queensland,Independent,Male,Secondary schools,Non-teaching staff,1104.2
Queensland,Independent,Male,Secondary schools,Specialist support staff,191
Queensland,Independent,Male,Secondary schools,Teaching staff,2284.1
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),402.4
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",37.4
South Australia,Catholic,Female,Primary schools,Non-teaching staff,563.7
South Australia,Catholic,Female,Primary schools,Specialist support staff,123.9
South Australia,Catholic,Female,Primary schools,Teaching staff,1259.5
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),353.4
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",33.6
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,469.7
South Australia,Catholic,Female,Secondary schools,Specialist support staff,82.7
South Australia,Catholic,Female,Secondary schools,Teaching staff,917.9
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),52
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",53.5
South Australia,Catholic,Male,Primary schools,Non-teaching staff,120.8
South Australia,Catholic,Male,Primary schools,Specialist support staff,15.3
South Australia,Catholic,Male,Primary schools,Teaching staff,385.3
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),110.4
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",91.8
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,221.5
South Australia,Catholic,Male,Secondary schools,Specialist support staff,19.3
South Australia,Catholic,Male,Secondary schools,Teaching staff,693.3
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2696.5
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",8.9
South Australia,Government,Female,Primary schools,Non-teaching staff,2994
South Australia,Government,Female,Primary schools,Specialist support staff,288.6
South Australia,Government,Female,Primary schools,Teaching staff,5665.4
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1214
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",7.2
South Australia,Government,Female,Secondary schools,Non-teaching staff,1437.7
South Australia,Government,Female,Secondary schools,Specialist support staff,216.5
South Australia,Government,Female,Secondary schools,Teaching staff,2650
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),294.9
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",148.7
South Australia,Government,Male,Primary schools,Non-teaching staff,472.4
South Australia,Government,Male,Primary schools,Specialist support staff,28.8
South Australia,Government,Male,Primary schools,Teaching staff,1540.7
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),341.1
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",124.2
South Australia,Government,Male,Secondary schools,Non-teaching staff,536.4
South Australia,Government,Male,Secondary schools,Specialist support staff,71.1
South Australia,Government,Male,Secondary schools,Teaching staff,1986
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),482.2
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",35.5
South Australia,Independent,Female,Primary schools,Non-teaching staff,598.6
South Australia,Independent,Female,Primary schools,Specialist support staff,80.9
South Australia,Independent,Female,Primary schools,Teaching staff,1265.7
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),504.7
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",53.4
South Australia,Independent,Female,Secondary schools,Non-teaching staff,614.9
South Australia,Independent,Female,Secondary schools,Specialist support staff,56.8
South Australia,Independent,Female,Secondary schools,Teaching staff,1032.1
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),99.1
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",99.3
South Australia,Independent,Male,Primary schools,Non-teaching staff,214
South Australia,Independent,Male,Primary schools,Specialist support staff,15.6
South Australia,Independent,Male,Primary schools,Teaching staff,464.3
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),154.3
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",138.9
South Australia,Independent,Male,Secondary schools,Non-teaching staff,321.8
South Australia,Independent,Male,Secondary schools,Specialist support staff,28.6
South Australia,Independent,Male,Secondary schools,Teaching staff,868
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),155.2
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",5.1
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,178.1
Tasmania,Catholic,Female,Primary schools,Specialist support staff,17.8
Tasmania,Catholic,Female,Primary schools,Teaching staff,343.6
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),133.5
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",9.9
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,154.6
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,11.2
Tasmania,Catholic,Female,Secondary schools,Teaching staff,302.8
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),11
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",22.4
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,35.4
Tasmania,Catholic,Male,Primary schools,Specialist support staff,2
Tasmania,Catholic,Male,Primary schools,Teaching staff,95.2
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),58.8
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",35.3
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,96.1
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,2
Tasmania,Catholic,Male,Secondary schools,Teaching staff,245.1
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),727.7
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",4.9
Tasmania,Government,Female,Primary schools,Non-teaching staff,828.1
Tasmania,Government,Female,Primary schools,Specialist support staff,95.5
Tasmania,Government,Female,Primary schools,Teaching staff,1704.8
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),513.7
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.1
Tasmania,Government,Female,Secondary schools,Non-teaching staff,580.6
Tasmania,Government,Female,Secondary schools,Specialist support staff,63.8
Tasmania,Government,Female,Secondary schools,Teaching staff,1058.2
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),81.6
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",82.4
Tasmania,Government,Male,Primary schools,Non-teaching staff,181.1
Tasmania,Government,Male,Primary schools,Specialist support staff,17.1
Tasmania,Government,Male,Primary schools,Teaching staff,402.8
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),139.5
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",59.5
Tasmania,Government,Male,Secondary schools,Non-teaching staff,213.4
Tasmania,Government,Male,Secondary schools,Specialist support staff,14.4
Tasmania,Government,Male,Secondary schools,Teaching staff,729.8
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),131.3
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",8.9
Tasmania,Independent,Female,Primary schools,Non-teaching staff,152.3
Tasmania,Independent,Female,Primary schools,Specialist support staff,12.1
Tasmania,Independent,Female,Primary schools,Teaching staff,257.4
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),126.6
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",16.6
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,172.9
Tasmania,Independent,Female,Secondary schools,Specialist support staff,29.7
Tasmania,Independent,Female,Secondary schools,Teaching staff,252.6
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),28.2
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",22.9
Tasmania,Independent,Male,Primary schools,Non-teaching staff,53.6
Tasmania,Independent,Male,Primary schools,Specialist support staff,2.5
Tasmania,Independent,Male,Primary schools,Teaching staff,74.3
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.9
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",39.9
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,107.5
Tasmania,Independent,Male,Secondary schools,Specialist support staff,12.7
Tasmania,Independent,Male,Secondary schools,Teaching staff,266.7
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1731.4
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",45.4
Victoria,Catholic,Female,Primary schools,Non-teaching staff,1831.5
Victoria,Catholic,Female,Primary schools,Specialist support staff,54.7
Victoria,Catholic,Female,Primary schools,Teaching staff,5948.6
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1967.5
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",154.4
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2330.3
Victoria,Catholic,Female,Secondary schools,Specialist support staff,208.4
Victoria,Catholic,Female,Secondary schools,Teaching staff,4510.7
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),70.4
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",73.2
Victoria,Catholic,Male,Primary schools,Non-teaching staff,147.6
Victoria,Catholic,Male,Primary schools,Specialist support staff,4
Victoria,Catholic,Male,Primary schools,Teaching staff,1238.9
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),673.5
