State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),27.9
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",34.2
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,70.8
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,8.7
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,193.7
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1582.1
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",77.2
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,1752.8
New South Wales,Catholic,Female,Primary schools,Specialist support staff,93.5
New South Wales,Catholic,Female,Primary schools,Teaching staff,6134.6
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1895.9
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",150.7
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2208.9
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,162.3
New South Wales,Catholic,Female,Secondary schools,Teaching staff,5603
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),95.9
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",91.9
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,206.5
New South Wales,Catholic,Male,Primary schools,Specialist support staff,18.7
New South Wales,Catholic,Male,Primary schools,Teaching staff,1044.6
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),399.3
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",309.5
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,795.6
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,86.8
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3828.3
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7912.8
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",34.7
New South Wales,Government,Female,Primary schools,Non-teaching staff,8387.2
New South Wales,Government,Female,Primary schools,Specialist support staff,439.7
New South Wales,Government,Female,Primary schools,Teaching staff,24184.6
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5263.6
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",13.8
New South Wales,Government,Female,Secondary schools,Non-teaching staff,5868.5
New South Wales,Government,Female,Secondary schools,Specialist support staff,591.1
New South Wales,Government,Female,Secondary schools,Teaching staff,14737.1
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),453.9
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",841.5
New South Wales,Government,Male,Primary schools,Non-teaching staff,1446.4
New South Wales,Government,Male,Primary schools,Specialist support staff,151
New South Wales,Government,Male,Primary schools,Teaching staff,4839.9
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),371.8
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",538.7
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1055.4
New South Wales,Government,Male,Secondary schools,Specialist support staff,144.9
New South Wales,Government,Male,Secondary schools,Teaching staff,10145.6
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1447.7
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",91.8
New South Wales,Independent,Female,Primary schools,Non-teaching staff,1716
New South Wales,Independent,Female,Primary schools,Specialist support staff,176.5
New South Wales,Independent,Female,Primary schools,Teaching staff,3816
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1628.4
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",162.7
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2030.4
New South Wales,Independent,Female,Secondary schools,Specialist support staff,239.3
New South Wales,Independent,Female,Secondary schools,Teaching staff,4262.7
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),309.9
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",256.9
New South Wales,Independent,Male,Primary schools,Non-teaching staff,611.1
New South Wales,Independent,Male,Primary schools,Specialist support staff,44.3
New South Wales,Independent,Male,Primary schools,Teaching staff,1073.7
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),536.3
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",431.7
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1187
New South Wales,Independent,Male,Secondary schools,Specialist support staff,219
New South Wales,Independent,Male,Secondary schools,Teaching staff,3293
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),101.6
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",9.5
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,132.2
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,21.1
Northern Territory,Catholic,Female,Primary schools,Teaching staff,150.8
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),59.3
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",5.8
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,81.2
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,16.1
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,122
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7.6
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",14.7
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,26
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,3.7
Northern Territory,Catholic,Male,Primary schools,Teaching staff,37.5
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),19.8
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",15.7
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,49.1
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,13.6
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,75.9
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),451.3
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",11.3
Northern Territory,Government,Female,Primary schools,Non-teaching staff,698.2
Northern Territory,Government,Female,Primary schools,Specialist support staff,235.6
Northern Territory,Government,Female,Primary schools,Teaching staff,1270.6
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),177.2
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",2.5
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,312.8
Northern Territory,Government,Female,Secondary schools,Specialist support staff,133.1
Northern Territory,Government,Female,Secondary schools,Teaching staff,605.5
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),36.3
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",68.3
Northern Territory,Government,Male,Primary schools,Non-teaching staff,165.2
Northern Territory,Government,Male,Primary schools,Specialist support staff,60.6
Northern Territory,Government,Male,Primary schools,Teaching staff,289.2
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),35.1
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",38
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,107.4
Northern Territory,Government,Male,Secondary schools,Specialist support staff,34.3
Northern Territory,Government,Male,Secondary schools,Teaching staff,353.5
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),69.5
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",4.5
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,78.9
Northern Territory,Independent,Female,Primary schools,Specialist support staff,4.9
Northern Territory,Independent,Female,Primary schools,Teaching staff,134.8
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),115.5
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",9.3
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,132
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,7.2
Northern Territory,Independent,Female,Secondary schools,Teaching staff,188.1
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),9.5
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",13.8
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,23.9
Northern Territory,Independent,Male,Primary schools,Specialist support staff,0.6
Northern Territory,Independent,Male,Primary schools,Teaching staff,24.6
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),41.2
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",34.2
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,84.8
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,9.4
Northern Territory,Independent,Male,Secondary schools,Teaching staff,134.6
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1640.3
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",80.5
Queensland,Catholic,Female,Primary schools,Non-teaching staff,1777.5
Queensland,Catholic,Female,Primary schools,Specialist support staff,56.7
Queensland,Catholic,Female,Primary schools,Teaching staff,3817
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1274.4
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",136.3
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1573.3
Queensland,Catholic,Female,Secondary schools,Specialist support staff,162.6
Queensland,Catholic,Female,Secondary schools,Teaching staff,2621.1
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),64.7
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",150.5
Queensland,Catholic,Male,Primary schools,Non-teaching staff,233
Queensland,Catholic,Male,Primary schools,Specialist support staff,17.8
Queensland,Catholic,Male,Primary schools,Teaching staff,839
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),347.7
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",248.7
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,689.4
Queensland,Catholic,Male,Secondary schools,Specialist support staff,93
Queensland,Catholic,Male,Secondary schools,Teaching staff,1882.8
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7206.1
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",64.6
Queensland,Government,Female,Primary schools,Non-teaching staff,8246
Queensland,Government,Female,Primary schools,Specialist support staff,975.3
Queensland,Government,Female,Primary schools,Teaching staff,17106.4
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3595.3
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",56.8
Queensland,Government,Female,Secondary schools,Non-teaching staff,4196
Queensland,Government,Female,Secondary schools,Specialist support staff,543.9
Queensland,Government,Female,Secondary schools,Teaching staff,8779.7
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),333.4
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",773.7
Queensland,Government,Male,Primary schools,Non-teaching staff,1297.1
Queensland,Government,Male,Primary schools,Specialist support staff,190
Queensland,Government,Male,Primary schools,Teaching staff,3882.3
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),401.3
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",592
Queensland,Government,Male,Secondary schools,Non-teaching staff,1159.8
Queensland,Government,Male,Secondary schools,Specialist support staff,166.5
Queensland,Government,Male,Secondary schools,Teaching staff,5412.5
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1603.5
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",100.3
Queensland,Independent,Female,Primary schools,Non-teaching staff,1851.3
Queensland,Independent,Female,Primary schools,Specialist support staff,147.5
Queensland,Independent,Female,Primary schools,Teaching staff,2642.8
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1462
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",126.2
Queensland,Independent,Female,Secondary schools,Non-teaching staff,1774.8
Queensland,Independent,Female,Secondary schools,Specialist support staff,186.6
Queensland,Independent,Female,Secondary schools,Teaching staff,2559.7
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),267.1
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",315.2
Queensland,Independent,Male,Primary schools,Non-teaching staff,639.5
Queensland,Independent,Male,Primary schools,Specialist support staff,57.2
Queensland,Independent,Male,Primary schools,Teaching staff,862.3
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),417
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",401.5
Queensland,Independent,Male,Secondary schools,Non-teaching staff,975.5
Queensland,Independent,Male,Secondary schools,Specialist support staff,157
Queensland,Independent,Male,Secondary schools,Teaching staff,2149.1
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),424.3
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",49.5
South Australia,Catholic,Female,Primary schools,Non-teaching staff,572.2
South Australia,Catholic,Female,Primary schools,Specialist support staff,98.4
South Australia,Catholic,Female,Primary schools,Teaching staff,1325.5
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),368
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",27.7
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,462.9
South Australia,Catholic,Female,Secondary schools,Specialist support staff,67.2
South Australia,Catholic,Female,Secondary schools,Teaching staff,931.6
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),50.4
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",55.9
South Australia,Catholic,Male,Primary schools,Non-teaching staff,115.4
South Australia,Catholic,Male,Primary schools,Specialist support staff,9.1
South Australia,Catholic,Male,Primary schools,Teaching staff,389.8
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),100.1
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",91.4
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,208.7
South Australia,Catholic,Male,Secondary schools,Specialist support staff,17.2
South Australia,Catholic,Male,Secondary schools,Teaching staff,719.8
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2464.7
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",6.6
South Australia,Government,Female,Primary schools,Non-teaching staff,2741.7
South Australia,Government,Female,Primary schools,Specialist support staff,270.4
South Australia,Government,Female,Primary schools,Teaching staff,5574.7
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1187.6
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",7.3
South Australia,Government,Female,Secondary schools,Non-teaching staff,1408.9
South Australia,Government,Female,Secondary schools,Specialist support staff,214
South Australia,Government,Female,Secondary schools,Teaching staff,2629.2
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),270.9
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",149.5
South Australia,Government,Male,Primary schools,Non-teaching staff,460.4
South Australia,Government,Male,Primary schools,Specialist support staff,40
South Australia,Government,Male,Primary schools,Teaching staff,1550.8
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),338.6
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",131.1
South Australia,Government,Male,Secondary schools,Non-teaching staff,552.8
South Australia,Government,Male,Secondary schools,Specialist support staff,83.1
South Australia,Government,Male,Secondary schools,Teaching staff,2041.7
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),461.3
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",33.7
South Australia,Independent,Female,Primary schools,Non-teaching staff,547.7
South Australia,Independent,Female,Primary schools,Specialist support staff,52.7
South Australia,Independent,Female,Primary schools,Teaching staff,1256.9
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),441.8
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",46.7
South Australia,Independent,Female,Secondary schools,Non-teaching staff,534.9
South Australia,Independent,Female,Secondary schools,Specialist support staff,46.4
South Australia,Independent,Female,Secondary schools,Teaching staff,962.1
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),90.8
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",103
South Australia,Independent,Male,Primary schools,Non-teaching staff,206.7
South Australia,Independent,Male,Primary schools,Specialist support staff,12.9
South Australia,Independent,Male,Primary schools,Teaching staff,454.2
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),150.6
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",137.6
South Australia,Independent,Male,Secondary schools,Non-teaching staff,311.6
South Australia,Independent,Male,Secondary schools,Specialist support staff,23.4
South Australia,Independent,Male,Secondary schools,Teaching staff,879.5
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),149
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",11.2
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,168.6
Tasmania,Catholic,Female,Primary schools,Specialist support staff,8.4
Tasmania,Catholic,Female,Primary schools,Teaching staff,321.8
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),122.3
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",8.9
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,147.1
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,15.9
Tasmania,Catholic,Female,Secondary schools,Teaching staff,305.1
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),11.1
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",23.5
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,35
Tasmania,Catholic,Male,Primary schools,Specialist support staff,0.4
Tasmania,Catholic,Male,Primary schools,Teaching staff,97.5
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.2
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",32
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,93.4
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,7.2
Tasmania,Catholic,Male,Secondary schools,Teaching staff,243.3
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),726.8
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",6.1
Tasmania,Government,Female,Primary schools,Non-teaching staff,821.4
Tasmania,Government,Female,Primary schools,Specialist support staff,88.5
Tasmania,Government,Female,Primary schools,Teaching staff,1758.2
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),509.7
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4.4
Tasmania,Government,Female,Secondary schools,Non-teaching staff,600.5
Tasmania,Government,Female,Secondary schools,Specialist support staff,86.4
Tasmania,Government,Female,Secondary schools,Teaching staff,1123
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),74.5
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",80.9
Tasmania,Government,Male,Primary schools,Non-teaching staff,170.1
Tasmania,Government,Male,Primary schools,Specialist support staff,14.7
Tasmania,Government,Male,Primary schools,Teaching staff,417.7
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),141.7
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",58.2
Tasmania,Government,Male,Secondary schools,Non-teaching staff,232.4
Tasmania,Government,Male,Secondary schools,Specialist support staff,32.5
Tasmania,Government,Male,Secondary schools,Teaching staff,747.9
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),114.6
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",7.6
Tasmania,Independent,Female,Primary schools,Non-teaching staff,139.5
Tasmania,Independent,Female,Primary schools,Specialist support staff,17.3
Tasmania,Independent,Female,Primary schools,Teaching staff,243.3
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),117.1
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",11.8
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,159.1
Tasmania,Independent,Female,Secondary schools,Specialist support staff,30.2
Tasmania,Independent,Female,Secondary schools,Teaching staff,244.5
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),24
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",19.1
Tasmania,Independent,Male,Primary schools,Non-teaching staff,47.2
Tasmania,Independent,Male,Primary schools,Specialist support staff,4.1
Tasmania,Independent,Male,Primary schools,Teaching staff,77.7
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),52.7
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",42.5
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,104.2
Tasmania,Independent,Male,Secondary schools,Specialist support staff,9
Tasmania,Independent,Male,Secondary schools,Teaching staff,259.5
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1616.1
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",44.1
Victoria,Catholic,Female,Primary schools,Non-teaching staff,1697.7
Victoria,Catholic,Female,Primary schools,Specialist support staff,37.5
Victoria,Catholic,Female,Primary schools,Teaching staff,5709.7
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1828.3
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",154.6
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2177.7
Victoria,Catholic,Female,Secondary schools,Specialist support staff,194.8
Victoria,Catholic,Female,Secondary schools,Teaching staff,4375.2
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),52.8
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",69.7
Victoria,Catholic,Male,Primary schools,Non-teaching staff,126.4
Victoria,Catholic,Male,Primary schools,Specialist support staff,3.9
Victoria,Catholic,Male,Primary schools,Teaching staff,1183.9
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),642.9
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",333.3
