State/Territory,Sector,Sex,School Level,Function,Staff
Australian Capital Territory,Independent,Female,Secondary schools,Non-teaching staff,154.2
Australian Capital Territory,Independent,Female,Secondary schools,Specialist support staff,9.9
Australian Capital Territory,Independent,Female,Secondary schools,Teaching staff,277.3
Australian Capital Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),24.9
Australian Capital Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",18.5
Australian Capital Territory,Independent,Male,Primary schools,Non-teaching staff,44.4
Australian Capital Territory,Independent,Male,Primary schools,Specialist support staff,1
Australian Capital Territory,Independent,Male,Primary schools,Teaching staff,63.8
Australian Capital Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),35
Australian Capital Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",30.6
Australian Capital Territory,Independent,Male,Secondary schools,Non-teaching staff,70.4
Australian Capital Territory,Independent,Male,Secondary schools,Specialist support staff,4.8
Australian Capital Territory,Independent,Male,Secondary schools,Teaching staff,184.7
New South Wales,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1708.7
New South Wales,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",79.5
New South Wales,Catholic,Female,Primary schools,Non-teaching staff,1896.9
New South Wales,Catholic,Female,Primary schools,Specialist support staff,108.7
New South Wales,Catholic,Female,Primary schools,Teaching staff,6384.4
New South Wales,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2027.7
New South Wales,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",169.7
New South Wales,Catholic,Female,Secondary schools,Non-teaching staff,2379.5
New South Wales,Catholic,Female,Secondary schools,Specialist support staff,182.1
New South Wales,Catholic,Female,Secondary schools,Teaching staff,6014.9
New South Wales,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),105.5
New South Wales,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",92.5
New South Wales,Catholic,Male,Primary schools,Non-teaching staff,207.1
New South Wales,Catholic,Male,Primary schools,Specialist support staff,9.1
New South Wales,Catholic,Male,Primary schools,Teaching staff,1045.6
New South Wales,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),458.4
New South Wales,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",345.5
New South Wales,Catholic,Male,Secondary schools,Non-teaching staff,884.4
New South Wales,Catholic,Male,Secondary schools,Specialist support staff,80.5
New South Wales,Catholic,Male,Secondary schools,Teaching staff,3833.8
New South Wales,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8370.2
New South Wales,Government,Female,Primary schools,"Building operations, general maintenance and other staff",28.4
New South Wales,Government,Female,Primary schools,Non-teaching staff,8890.5
New South Wales,Government,Female,Primary schools,Specialist support staff,491.9
New South Wales,Government,Female,Primary schools,Teaching staff,25575.6
New South Wales,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5439.3
New South Wales,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",11.6
New South Wales,Government,Female,Secondary schools,Non-teaching staff,5968
New South Wales,Government,Female,Secondary schools,Specialist support staff,517.1
New South Wales,Government,Female,Secondary schools,Teaching staff,14752.3
New South Wales,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),509.6
New South Wales,Government,Male,Primary schools,"Building operations, general maintenance and other staff",908.4
New South Wales,Government,Male,Primary schools,Non-teaching staff,1531.5
New South Wales,Government,Male,Primary schools,Specialist support staff,113.5
New South Wales,Government,Male,Primary schools,Teaching staff,4941.3
New South Wales,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),401.8
New South Wales,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",539.2
New South Wales,Government,Male,Secondary schools,Non-teaching staff,1077.8
New South Wales,Government,Male,Secondary schools,Specialist support staff,136.8
New South Wales,Government,Male,Secondary schools,Teaching staff,9436.2
New South Wales,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1675.8
New South Wales,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",120.8
New South Wales,Independent,Female,Primary schools,Non-teaching staff,2012.9
New South Wales,Independent,Female,Primary schools,Specialist support staff,216.3
New South Wales,Independent,Female,Primary schools,Teaching staff,4171.5
New South Wales,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1851.7
New South Wales,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",232.4
New South Wales,Independent,Female,Secondary schools,Non-teaching staff,2377.1
New South Wales,Independent,Female,Secondary schools,Specialist support staff,293
New South Wales,Independent,Female,Secondary schools,Teaching staff,4714.7
New South Wales,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),358.3
New South Wales,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",278.7
New South Wales,Independent,Male,Primary schools,Non-teaching staff,703
New South Wales,Independent,Male,Primary schools,Specialist support staff,66
New South Wales,Independent,Male,Primary schools,Teaching staff,1136
New South Wales,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),595.9
New South Wales,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",520.8
New South Wales,Independent,Male,Secondary schools,Non-teaching staff,1353.9
New South Wales,Independent,Male,Secondary schools,Specialist support staff,237.2
New South Wales,Independent,Male,Secondary schools,Teaching staff,3557.6
Northern Territory,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),120.8
Northern Territory,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",9.9
Northern Territory,Catholic,Female,Primary schools,Non-teaching staff,152.7
Northern Territory,Catholic,Female,Primary schools,Specialist support staff,22
Northern Territory,Catholic,Female,Primary schools,Teaching staff,156.1
Northern Territory,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),74.3
Northern Territory,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",10.1
Northern Territory,Catholic,Female,Secondary schools,Non-teaching staff,97.7
Northern Territory,Catholic,Female,Secondary schools,Specialist support staff,13.3
Northern Territory,Catholic,Female,Secondary schools,Teaching staff,138.4
Northern Territory,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),22.9
Northern Territory,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",18.2
Northern Territory,Catholic,Male,Primary schools,Non-teaching staff,43.9
Northern Territory,Catholic,Male,Primary schools,Specialist support staff,2.8
Northern Territory,Catholic,Male,Primary schools,Teaching staff,27.2
Northern Territory,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),28.9
Northern Territory,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",15.1
Northern Territory,Catholic,Male,Secondary schools,Non-teaching staff,53.7
Northern Territory,Catholic,Male,Secondary schools,Specialist support staff,9.7
Northern Territory,Catholic,Male,Secondary schools,Teaching staff,90.2
Northern Territory,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),421
Northern Territory,Government,Female,Primary schools,"Building operations, general maintenance and other staff",9.5
Northern Territory,Government,Female,Primary schools,Non-teaching staff,646.7
Northern Territory,Government,Female,Primary schools,Specialist support staff,216.2
Northern Territory,Government,Female,Primary schools,Teaching staff,1242
Northern Territory,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),164.5
Northern Territory,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",0.8
Northern Territory,Government,Female,Secondary schools,Non-teaching staff,281.7
Northern Territory,Government,Female,Secondary schools,Specialist support staff,116.4
Northern Territory,Government,Female,Secondary schools,Teaching staff,542
Northern Territory,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),47.7
Northern Territory,Government,Male,Primary schools,"Building operations, general maintenance and other staff",75
Northern Territory,Government,Male,Primary schools,Non-teaching staff,180.7
Northern Territory,Government,Male,Primary schools,Specialist support staff,58
Northern Territory,Government,Male,Primary schools,Teaching staff,282.6
Northern Territory,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),39.5
Northern Territory,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",50.5
Northern Territory,Government,Male,Secondary schools,Non-teaching staff,121.2
Northern Territory,Government,Male,Secondary schools,Specialist support staff,31.2
Northern Territory,Government,Male,Secondary schools,Teaching staff,324.4
Northern Territory,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),82.7
Northern Territory,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",4
Northern Territory,Independent,Female,Primary schools,Non-teaching staff,111.7
Northern Territory,Independent,Female,Primary schools,Specialist support staff,25
Northern Territory,Independent,Female,Primary schools,Teaching staff,181.8
Northern Territory,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),121.6
Northern Territory,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",9.7
Northern Territory,Independent,Female,Secondary schools,Non-teaching staff,176
Northern Territory,Independent,Female,Secondary schools,Specialist support staff,44.7
Northern Territory,Independent,Female,Secondary schools,Teaching staff,202.9
Northern Territory,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),15.1
Northern Territory,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",14.8
Northern Territory,Independent,Male,Primary schools,Non-teaching staff,31.8
Northern Territory,Independent,Male,Primary schools,Specialist support staff,1.9
Northern Territory,Independent,Male,Primary schools,Teaching staff,25.2
Northern Territory,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),34.9
Northern Territory,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",32.5
Northern Territory,Independent,Male,Secondary schools,Non-teaching staff,91.8
Northern Territory,Independent,Male,Secondary schools,Specialist support staff,24.4
Northern Territory,Independent,Male,Secondary schools,Teaching staff,143.1
Queensland,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1818.8
Queensland,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",81.2
Queensland,Catholic,Female,Primary schools,Non-teaching staff,2004
Queensland,Catholic,Female,Primary schools,Specialist support staff,104
Queensland,Catholic,Female,Primary schools,Teaching staff,3884.9
Queensland,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1565.3
Queensland,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",198.3
Queensland,Catholic,Female,Secondary schools,Non-teaching staff,1957.6
Queensland,Catholic,Female,Secondary schools,Specialist support staff,194
Queensland,Catholic,Female,Secondary schools,Teaching staff,3206.4
Queensland,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),75.6
Queensland,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",161.7
Queensland,Catholic,Male,Primary schools,Non-teaching staff,254.3
Queensland,Catholic,Male,Primary schools,Specialist support staff,17
Queensland,Catholic,Male,Primary schools,Teaching staff,741
Queensland,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),393.9
Queensland,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",318.5
Queensland,Catholic,Male,Secondary schools,Non-teaching staff,842.9
Queensland,Catholic,Male,Secondary schools,Specialist support staff,130.5
Queensland,Catholic,Male,Secondary schools,Teaching staff,2226.6
Queensland,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8447.7
Queensland,Government,Female,Primary schools,"Building operations, general maintenance and other staff",60.9
Queensland,Government,Female,Primary schools,Non-teaching staff,9424.7
Queensland,Government,Female,Primary schools,Specialist support staff,916.1
Queensland,Government,Female,Primary schools,Teaching staff,18814.1
Queensland,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4585.3
Queensland,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",82.5
Queensland,Government,Female,Secondary schools,Non-teaching staff,5392.5
Queensland,Government,Female,Secondary schools,Specialist support staff,724.7
Queensland,Government,Female,Secondary schools,Teaching staff,10454.3
Queensland,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),414.1
Queensland,Government,Male,Primary schools,"Building operations, general maintenance and other staff",798.8
Queensland,Government,Male,Primary schools,Non-teaching staff,1400.7
Queensland,Government,Male,Primary schools,Specialist support staff,187.8
Queensland,Government,Male,Primary schools,Teaching staff,3886.4
Queensland,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),558.6
Queensland,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",615.1
Queensland,Government,Male,Secondary schools,Non-teaching staff,1400.4
Queensland,Government,Male,Secondary schools,Specialist support staff,226.7
Queensland,Government,Male,Secondary schools,Teaching staff,5973.6
Queensland,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1700.4
Queensland,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",126.1
Queensland,Independent,Female,Primary schools,Non-teaching staff,1993
Queensland,Independent,Female,Primary schools,Specialist support staff,166.5
Queensland,Independent,Female,Primary schools,Teaching staff,2678.6
Queensland,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1641.7
Queensland,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",241.9
Queensland,Independent,Female,Secondary schools,Non-teaching staff,2132.2
Queensland,Independent,Female,Secondary schools,Specialist support staff,248.6
Queensland,Independent,Female,Secondary schools,Teaching staff,3011.6
Queensland,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),282.4
Queensland,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",319.8
Queensland,Independent,Male,Primary schools,Non-teaching staff,660.3
Queensland,Independent,Male,Primary schools,Specialist support staff,58.1
Queensland,Independent,Male,Primary schools,Teaching staff,767.3
Queensland,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),463.4
Queensland,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",466.2
Queensland,Independent,Male,Secondary schools,Non-teaching staff,1143
Queensland,Independent,Male,Secondary schools,Specialist support staff,213.4
Queensland,Independent,Male,Secondary schools,Teaching staff,2343.1
South Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),407
South Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",29.9
South Australia,Catholic,Female,Primary schools,Non-teaching staff,557.1
South Australia,Catholic,Female,Primary schools,Specialist support staff,120.2
South Australia,Catholic,Female,Primary schools,Teaching staff,1259.3
South Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),369
South Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",37.8
South Australia,Catholic,Female,Secondary schools,Non-teaching staff,482.9
South Australia,Catholic,Female,Secondary schools,Specialist support staff,76.1
South Australia,Catholic,Female,Secondary schools,Teaching staff,888.9
South Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),54.6
South Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",50.9
South Australia,Catholic,Male,Primary schools,Non-teaching staff,118
South Australia,Catholic,Male,Primary schools,Specialist support staff,12.5
South Australia,Catholic,Male,Primary schools,Teaching staff,368.5
South Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),108.2
South Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",99.2
South Australia,Catholic,Male,Secondary schools,Non-teaching staff,226.6
South Australia,Catholic,Male,Secondary schools,Specialist support staff,19.2
South Australia,Catholic,Male,Secondary schools,Teaching staff,704.2
South Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2872.5
South Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",10.3
South Australia,Government,Female,Primary schools,Non-teaching staff,3161.9
South Australia,Government,Female,Primary schools,Specialist support staff,279.1
South Australia,Government,Female,Primary schools,Teaching staff,5800
South Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1243.7
South Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",2.9
South Australia,Government,Female,Secondary schools,Non-teaching staff,1455.3
South Australia,Government,Female,Secondary schools,Specialist support staff,208.7
South Australia,Government,Female,Secondary schools,Teaching staff,2603.9
South Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),319.7
South Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",167.5
South Australia,Government,Male,Primary schools,Non-teaching staff,516.3
South Australia,Government,Male,Primary schools,Specialist support staff,29.1
South Australia,Government,Male,Primary schools,Teaching staff,1505.5
South Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),374.6
South Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",121.2
South Australia,Government,Male,Secondary schools,Non-teaching staff,563.4
South Australia,Government,Male,Secondary schools,Specialist support staff,67.6
South Australia,Government,Male,Secondary schools,Teaching staff,2010.4
South Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),502.1
South Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",35.1
South Australia,Independent,Female,Primary schools,Non-teaching staff,626.2
South Australia,Independent,Female,Primary schools,Specialist support staff,89
South Australia,Independent,Female,Primary schools,Teaching staff,1302
South Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),509.7
South Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",52.8
South Australia,Independent,Female,Secondary schools,Non-teaching staff,611.2
South Australia,Independent,Female,Secondary schools,Specialist support staff,48.7
South Australia,Independent,Female,Secondary schools,Teaching staff,1052.9
South Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),109.6
South Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",104.1
South Australia,Independent,Male,Primary schools,Non-teaching staff,232.3
South Australia,Independent,Male,Primary schools,Specialist support staff,18.6
South Australia,Independent,Male,Primary schools,Teaching staff,457.9
South Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),159.2
South Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",144
South Australia,Independent,Male,Secondary schools,Non-teaching staff,335.6
South Australia,Independent,Male,Secondary schools,Specialist support staff,32.4
South Australia,Independent,Male,Secondary schools,Teaching staff,877.8
Tasmania,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),169.3
Tasmania,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",7.1
Tasmania,Catholic,Female,Primary schools,Non-teaching staff,195.2
Tasmania,Catholic,Female,Primary schools,Specialist support staff,18.8
Tasmania,Catholic,Female,Primary schools,Teaching staff,355.9
Tasmania,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),136.9
Tasmania,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",10.9
Tasmania,Catholic,Female,Secondary schools,Non-teaching staff,165.4
Tasmania,Catholic,Female,Secondary schools,Specialist support staff,17.6
Tasmania,Catholic,Female,Secondary schools,Teaching staff,320.4
Tasmania,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),14.9
Tasmania,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",25.3
Tasmania,Catholic,Male,Primary schools,Non-teaching staff,41.6
Tasmania,Catholic,Male,Primary schools,Specialist support staff,1.4
Tasmania,Catholic,Male,Primary schools,Teaching staff,97.2
Tasmania,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),53.2
Tasmania,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",32.8
Tasmania,Catholic,Male,Secondary schools,Non-teaching staff,90.3
Tasmania,Catholic,Male,Secondary schools,Specialist support staff,4.3
Tasmania,Catholic,Male,Secondary schools,Teaching staff,240.1
Tasmania,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),791.8
Tasmania,Government,Female,Primary schools,"Building operations, general maintenance and other staff",11.1
Tasmania,Government,Female,Primary schools,Non-teaching staff,903.7
Tasmania,Government,Female,Primary schools,Specialist support staff,100.8
Tasmania,Government,Female,Primary schools,Teaching staff,1775.8
Tasmania,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),512.6
Tasmania,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.7
Tasmania,Government,Female,Secondary schools,Non-teaching staff,583.1
Tasmania,Government,Female,Secondary schools,Specialist support staff,66.8
Tasmania,Government,Female,Secondary schools,Teaching staff,1065.9
Tasmania,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),82.8
Tasmania,Government,Male,Primary schools,"Building operations, general maintenance and other staff",80.7
Tasmania,Government,Male,Primary schools,Non-teaching staff,181.6
Tasmania,Government,Male,Primary schools,Specialist support staff,18.1
Tasmania,Government,Male,Primary schools,Teaching staff,427.2
Tasmania,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),143.1
Tasmania,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",55.8
Tasmania,Government,Male,Secondary schools,Non-teaching staff,212.4
Tasmania,Government,Male,Secondary schools,Specialist support staff,13.5
Tasmania,Government,Male,Secondary schools,Teaching staff,710.7
Tasmania,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),145
Tasmania,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",7.5
Tasmania,Independent,Female,Primary schools,Non-teaching staff,166
Tasmania,Independent,Female,Primary schools,Specialist support staff,13.5
Tasmania,Independent,Female,Primary schools,Teaching staff,257.2
Tasmania,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),136.4
Tasmania,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",23.2
Tasmania,Independent,Female,Secondary schools,Non-teaching staff,179.2
Tasmania,Independent,Female,Secondary schools,Specialist support staff,19.6
Tasmania,Independent,Female,Secondary schools,Teaching staff,251.3
Tasmania,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),35.9
Tasmania,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",24.2
Tasmania,Independent,Male,Primary schools,Non-teaching staff,63.9
Tasmania,Independent,Male,Primary schools,Specialist support staff,3.8
Tasmania,Independent,Male,Primary schools,Teaching staff,75.1
Tasmania,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),56.9
Tasmania,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",38
Tasmania,Independent,Male,Secondary schools,Non-teaching staff,104.9
Tasmania,Independent,Male,Secondary schools,Specialist support staff,10
Tasmania,Independent,Male,Secondary schools,Teaching staff,265.2
Victoria,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1870.2
Victoria,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",47.1
Victoria,Catholic,Female,Primary schools,Non-teaching staff,1981.7
Victoria,Catholic,Female,Primary schools,Specialist support staff,64.4
Victoria,Catholic,Female,Primary schools,Teaching staff,6119.6
Victoria,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1986.9
Victoria,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",157.6
Victoria,Catholic,Female,Secondary schools,Non-teaching staff,2368.4
Victoria,Catholic,Female,Secondary schools,Specialist support staff,223.9
Victoria,Catholic,Female,Secondary schools,Teaching staff,4575.5
Victoria,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),79.1
Victoria,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",79.6
Victoria,Catholic,Male,Primary schools,Non-teaching staff,163.2
Victoria,Catholic,Male,Primary schools,Specialist support staff,4.5
Victoria,Catholic,Male,Primary schools,Teaching staff,1285.5
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),691.4
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",349.7
